TALE	NN1	tale
of	PRF	of
---	NN1	---
she	PNP	she
not	XX0	not
the	AT0	the
amount	NN1	amount
possible	AJ0	possible
greatest	AJS	great
<SEG>
solid	AJ0	solid
;	PUN	;
article	NN1	article
,	PUN	,
rapturous	AJ0	rapturous
but	CJC	but
the	AT0	the
bliss	NN1	bliss
steady-going	AJ0	steady-going
---	NN1	---
<SEG>
154	CRD	154
from	PRP	from
[	PUL	[
ing	AJ0	ing
]	PUR	]
.	SENT	.
She	PNP	she
approach	NN1	approach
nuptials	NN2	nuptial
the	AT0	the
<SEG>
was	VBD	be
informing	VVG	inform|informing
that	CJT	that
concluded	VVD	conclude
day	NN1	day
by	PRP	by
the	AT0	the
the	AT0	the
to-morrow	AV0	to-morrow
company	NN1	company
<SEG>
for	PRP	for
;	PUN	;
lived	VVN	live
she	PNP	she
expressly	AV0	expressly
that	DT0	that
when	CJS	when
had	VHD	have
and	CJC	and
,	PUN	,
<SEG>
than	CJS	than
desire	VVI	desire
she	PNP	she
nothing	PNI	nothing
better	AJC	good
over	AVP	over
,	PUN	,
would	VM0	would
it	PNP	it
was	VBD	be
<SEG>
in	PRP	in
genteel	AJ0	genteel
and	CJC	and
packed	VVN	pack|packed
up	AVP	up
to	TO0	to
any	DT0	any
of	PRF	of
be	VBI	be
disposed	VVD	dispose|disposed
<SEG>
unanswerable	AJ0	unanswerable
of	PRF	of
burial	NN1	burial
these	DT0	these
.	SENT	.
quite	AV0	quite
remarks	NN2	remark
were	VBD	be
place	NN1	place
As	CJS	as
<SEG>
that	CJT	that
---	NN1	---
property	NN1	property
of	PRF	of
all	DT0	all
remarks	NN2	remark
which	DTQ	which
is	VBZ	be
the	AT0	the
happy	AJ0	happy
<SEG>
wide	AJ0	wide
purpose	NN1	purpose
sufficiently	AV0	sufficiently
they	PNP	they
the	AT0	the
changed	VVD	change|changed
the	AT0	the
---	NN1	---
are	VBB	be
of	PRF	of
<SEG>
diverted	VVD	divert|diverted
and	CJC	and
the	AT0	the
general	AJ0	general
,	PUN	,
conversation	NN1	conversation
of	PRF	of
current	NN1	current
attention	NN1	attention
the	AT0	the
<SEG>
Ham	NN1	ham
to	PRP	to
Veal	NN1	veal
,	PUN	,
cold	AJ0	cold
Pie	NN1	pie
the	AT0	the
mutton	NN1	mutton
and	CJC	and
the	AT0	the
<SEG>
,	PUN	,
potatoes	NN2	potato
and	CJC	and
In	PRP	in
tart	NN1	tart
.	SENT	.
the	AT0	the
the	AT0	the
order	NN1	order
,	PUN	,
<SEG>
,	PUN	,
that	CJT	that
bottled	AJ0	bottled|bottle
beer	NN1	beer
John	NP0	john
not	XX0	not
slighted	VVN	slight
be	VBI	be
might	VM0	might
the	AT0	the
<SEG>
proposed	VVD	propose|proposed
upon	PRP	upon
:	PUN	:
the	AT0	the
;	PUN	;
and	CJC	and
Wedding-day	NN1	wedding-day
called	VVD	call|called
To-morrow	AV0	to-morrow
Peerybingle	NP0	peerybingle
<SEG>
them	PNP	they
drink	VVI	drink
a	AT0	a
to	TO0	to
before	CJS	before
,	PUN	,
bumper	NN1	bumper
it	PNP	it
he	PNP	he
to	PRP	to
<SEG>
to	TO0	to
For	CJS	for
know	VVI	know
his	DPS	he
ought	VM0	ought
you	PNP	you
journey	NN1	journey
proceeded	VVD	proceed
.	SENT	.
on	PRP	on
<SEG>
there	AV0	there
old	AJ0	old
only	AV0	only
he	PNP	he
the	AT0	the
gave	VVD	give
rested	VVD	rest
and	CJC	and
that	CJT	that
,	PUN	,
<SEG>
had	VHD	have
.	SENT	.
a	AT0	a
go	VVI	go
bait	NN1	bait
to	TO0	to
horse	NN1	horse
He	PNP	he
some	DT0	some
four	CRD	four
<SEG>
on	AVP	on
when	CJS	when
farther	AV0	farther
five	CRD	five
miles	NN2	mile
,	PUN	,
he	PNP	he
and	CJC	and
or	CJC	or
;	PUN	;
<SEG>
Dot	NP0	dot
the	AT0	the
,	PUN	,
in	PRP	in
called	VVD	call|called
evening	NN1	evening
for	PRP	for
he	PNP	he
returned	VVD	return
,	PUN	,
<SEG>
took	VVD	take
home	NN1	home
his	DPS	he
on	PRP	on
rest	NN1	rest
.	SENT	.
another	DT0	another
way	NN1	way
This	DT0	this
and	CJC	and
<SEG>
order	NN1	order
the	AT0	the
of	PRF	of
day	NN1	day
all	DT0	all
Picnic	NN1	picnic
was	VBD	be
the	AT0	the
the	AT0	the
on	PRP	on
<SEG>
and	CJC	and
since	PRP	since
been	VBN	be
had	VHD	have
their	DPS	they
,	PUN	,
occasions	NN2	occasion
ever	AV0	ever
institution	NN1	institution
.	SENT	.
<SEG>
two	CRD	two
besides	PRP	besides
persons	NN2	person
bride	NN1	bride
were	VBD	be
present	AJ0	present
There	EX0	there
the	AT0	the
and	CJC	and
,	PUN	,
<SEG>
elect	NN1	elect
to	PRP	to
but	CJC	but
bridegroom	NN1	bridegroom
the	AT0	the
honour	NN1	honour
who	PNQ	who
,	PUN	,
did	VDD	do
indifferent	AJ0	indifferent
<SEG>
of	PRF	of
too	AV0	too
was	VBD	be
.	SENT	.
flushed	VVN	flush|flushed
these	DT0	these
,	PUN	,
toast	NN1	toast
One	CRD	one
Dot	NP0	dot
<SEG>
adapt	VVI	adapt
any	DT0	any
to	PRP	to
occurrence	NN1	occurrence
discomposed	VVN	discompose
herself	PNX	herself
of	PRF	of
to	TO0	to
small	AJ0	small
and	CJC	and
<SEG>
who	PNQ	who
other	NN1	other
rose	VVD	rise|rose
moment	NN1	moment
Bertha	NP0	bertha
,	PUN	,
the	AT0	the
,	PUN	,
;	PUN	;
the	AT0	the
<SEG>
left	VVD	leave|left
hurriedly	AV0	hurriedly
before	PRP	before
table	NN1	table
the	AT0	the
up	AVP	up
and	CJC	and
,	PUN	,
the	AT0	the
rest	NN1	rest
<SEG>
Good-bye	ITJ	good-bye
!	SENT	!
"	PUQ	"
stout	AJ0	stout
.	SENT	.
,	PUN	,
John	NP0	john
"	PUQ	"
said	VVD	say|said
Peerybingle	NP0	peerybingle
<SEG>
be	VBI	be
on	PRP	on
his	DPS	he
pulling	VVG	pull|pulling
.	SENT	.
coat	NN1	coat
dreadnought	NN1	dreadnought
shall	VM0	shall
"	PUQ	"
I	PNP	i
<SEG>
Good-bye	ITJ	good-bye
all	AV0	all
.	SENT	.
old	AJ0	old
time	NN1	time
!	SENT	!
the	AT0	the
back	AVP	back
"	PUQ	"
at	PRP	at
<SEG>
"	PUQ	"
Caleb	NP0	caleb
.	SENT	.
,	PUN	,
,	PUN	,
"	PUQ	"
John	NP0	john
returned	VVD	return
He	PNP	he
Good-bye	ITJ	good-bye
<SEG>
rote	NN1	rote
it	PNP	it
wave	VVI	wave
to	TO0	to
say	VVI	say
and	CJC	and
,	PUN	,
by	PRP	by
seemed	VVD	seem
to	TO0	to
<SEG>
for	CJS	for
same	DT0	same
his	DPS	he
he	PNP	he
the	AT0	the
manner	NN1	manner
unconscious	AJ0	unconscious
hand	NN1	hand
in	PRP	in
;	PUN	;
<SEG>
Bertha	NP0	bertha
stood	VVD	stand
observing	VVG	observe
with	PRP	with
,	PUN	,
face	NN1	face
that	DT0	that
an	AT0	an
anxious	AJ0	anxious
wondering	VVG	wonder
<SEG>
expression	NN1	expression
,	PUN	,
.	SENT	.
altered	VVN	alter|altered
"	PUQ	"
its	DPS	it
Good-bye	ITJ	good-bye
young	AJ0	young
shaver	NN1	shaver
never	AV0	never
<SEG>
Carrier	NN1	carrier
said	VVD	say|said
!	SENT	!
,	PUN	,
bending	VVG	bend|bending
down	AVP	down
"	PUQ	"
jolly	AJ0	jolly
to	TO0	to
the	AT0	the
<SEG>
which	DTQ	which
,	PUN	,
intent	AJ0	intent
Slowboy	NP0	Slowboy
Tilly	NP0	tilly
kiss	VVI	kiss
the	AT0	the
now	AV0	now
child	NN1	child
;	PUN	;
<SEG>
deposited	VVN	deposit
had	VHD	have
her	DPS	she
knife	NN1	knife
and	CJC	and
asleep	AJ0	asleep
,	PUN	,
fork	NN1	fork
(	PUL	(
upon	PRP	upon
<SEG>
,	PUN	,
in	PRP	in
say	VVI	say
)	PUR	)
,	PUN	,
strange	AJ0	strange
damage	NN1	damage
and	CJC	and
without	PRP	without
to	TO0	to
<SEG>
cot	NN1	cot
good	AJ0	good
;	PUN	;
little	AJ0	little
a	AT0	a
's	POS	's
of	PRF	of
Bertha	NP0	bertha
furnishing	NN1	furnishing|furnish
"	PUQ	"
<SEG>
,	PUN	,
Time	NN1	time
!	SENT	!
[	PUL	[
come	VVI	come
I	PNP	i
will	VM0	will
-bye	NN1	-bye
]	PUR	]
155	CRD	155
<SEG>
out	AVP	out
suppose	VVB	suppose
,	PUN	,
when	CJS	when
into	PRP	into
turn	VVI	turn
you	PNP	you
'll	VM0	will
cold	NN1	cold
the	AT0	the
<SEG>
your	DPS	you
friend	NN1	friend
my	DPS	i
little	AJ0	little
,	PUN	,
leave	VVB	leave
,	PUN	,
old	AJ0	old
and	CJC	and
father	NN1	father
<SEG>
the	AT0	the
enjoy	VVI	enjoy
and	CJC	and
pipe	NN1	pipe
in	PRP	in
his	DPS	he
to	TO0	to
rheumatics	NN2	rheumatic
chimney-corner	NN1	chimney-corner
his	DPS	he
<SEG>
?	SENT	?
Where	AVQ	where
eh	ITJ	eh
"	PUQ	"
Dot	NP0	dot
?	SENT	?
I	PNP	i
's	VBZ	be
;	PUN	;
"	PUQ	"
<SEG>
here	AV0	here
she	PNP	she
John	NP0	john
'm	VBB	be
,	PUN	,
starting	VVG	start|starting
,	PUN	,
!	SENT	!
"	PUQ	"
said	VVD	say|said
<SEG>
,	PUN	,
come	VVB	come
returned	VVD	return
!	SENT	!
"	PUQ	"
Come	VVB	come
Carrier	NN1	carrier
the	AT0	the
.	SENT	.
"	PUQ	"
<SEG>
Where	AVQ	where
sounding	NN1	sounding|sound
clapping	VVG	clap|clapping
his	DPS	he
.	SENT	.
,	PUN	,
's	VBZ	be
"	PUQ	"
hands	NN2	hand
the	AT0	the
<SEG>
the	AT0	the
,	PUN	,
pipe	NN1	pipe
?	SENT	?
pipe	NN1	pipe
"	PUQ	"
forgot	VVD	forget
quite	AV0	quite
I	PNP	i
"	PUQ	"
<SEG>
the	AT0	the
a	AT0	a
"	PUQ	"
.	SENT	.
Forgot	VVD	forget
pipe	NN1	pipe
Was	VBD	be
such	DT0	such
!	SENT	!
John	NP0	john
<SEG>
of	PRF	of
!	SENT	!
pipe	NN1	pipe
She	PNP	she
the	AT0	the
Forgot	VVD	forget
wonder	NN1	wonder
heard	VVN	hear
ever	AV0	ever
?	SENT	?
<SEG>
I	PNP	i
"	PUQ	"
directly	AV0	directly
'll	VM0	will
---	NN1	---
it	PNP	it
fill	VVI	fill
!	SENT	!
'll	VM0	will
I	PNP	i
<SEG>
soon	AV0	soon
"	PUQ	"
done	VDN	do
It	PNP	it
it	PNP	it
's	VBZ	be
But	CJC	but
.	SENT	.
.	SENT	.
was	VBD	be
<SEG>
so	AV0	so
done	VDN	do
in	PRP	in
.	SENT	.
It	PNP	it
soon	AV0	soon
either	AV0	either
not	XX0	not
,	PUN	,
lay	VVD	lie|lay
<SEG>
place	NN1	place
the	AT0	the
the	AT0	the
Carrier	NN1	carrier
---	NN1	---
pocket	NN1	pocket
---	NN1	---
usual	AJ0	usual
's	POS	's
dreadnought	NN1	dreadnought
<SEG>
,	PUN	,
the	AT0	the
with	PRP	with
work	NN1	work
,	PUN	,
from	PRP	from
own	DT0	own
pouch	NN1	pouch
her	DPS	she
little	AJ0	little
<SEG>
to	TO0	to
fill	VVI	fill
it	PNP	it
used	VVN	use|used
was	VBD	be
which	DTQ	which
but	CJC	but
;	PUN	;
she	PNP	she
her	DPS	she
<SEG>
that	CJT	that
,	PUN	,
so	AV0	so
hand	NN1	hand
she	PNP	she
(	PUL	(
shook	VVD	shake
it	PNP	it
and	CJC	and
entangled	VVD	entangle
<SEG>
to	TO0	to
have	VHI	have
come	VVN	come
out	AVP	out
hand	NN1	hand
her	DPS	she
enough	AV0	enough
yet	AV0	yet
small	AJ0	small
was	VBD	be
<SEG>
terribly	AV0	terribly
easily	AV0	easily
I	PNP	i
am	VBB	be
sure	AJ0	sure
bungled	VVD	bungle
and	CJC	and
,	PUN	,
)	PUR	)
,	PUN	,
<SEG>
and	CJC	and
,	PUN	,
.	SENT	.
pipe	NN1	pipe
of	PRF	of
The	AT0	the
it	PNP	it
lighting	VVG	lighting|light
the	AT0	the
filling	NN1	filling|fill
<SEG>
I	PNP	i
in	PRP	in
have	VHB	have
those	DT0	those
little	AJ0	little
commended	VVN	commend|commended
offices	NN2	office
which	DTQ	which
her	DPS	she
discretion	NN1	discretion
<SEG>
During	PRP	during
,	PUN	,
first	ORD	first
were	VBD	be
.	SENT	.
vilely	AV0	vilely
done	VDN	do
last	ORD	last
from	PRP	from
to	PRP	to
<SEG>
whole	AJ0	whole
stood	VVD	stand
looking	VVG	look|looking
with	PRP	with
process	NN1	process
on	AVP	on
,	PUN	,
maliciously	AV0	maliciously
Tackleton	NP0	tackleton
the	AT0	the
<SEG>
the	AT0	the
whenever	AVQ	whenever
it	PNP	it
,	PUN	,
eye	NN1	eye
met	VVD	meet
hers	PNP	hers
which	DTQ	which
half-closed	AJ0	half-closed
;	PUN	;
<SEG>
it	PNP	it
---	AJ0	---
it	PNP	it
hardly	AV0	hardly
be	VBI	be
or	CJC	or
caught	VVD	catch|caught
for	CJS	for
,	PUN	,
can	VM0	can
<SEG>
ever	AV0	ever
another	DT0	another
met	VVN	meet
have	VHI	have
being	VBG	be
rather	AV0	rather
:	PUN	:
eye	NN1	eye
said	VVN	say
to	TO0	to
<SEG>
augmented	VVN	augment
to	TO0	to
trap	NN1	trap
of	PRF	of
up	AVP	up
snatch	VVI	snatch
kind	NN1	kind
---	AJ0	---
it	PNP	it
a	AT0	a
<SEG>
confusion	NN1	confusion
most	AV0	most
in	PRP	in
remarkable	AJ0	remarkable
.	SENT	.
Why	AVQ	why
her	DPS	she
"	PUQ	"
a	AT0	a
degree	NN1	degree
<SEG>
,	PUN	,
clumsy	AJ0	clumsy
a	AT0	a
!	SENT	!
Dot	NN1	dot
what	DTQ	what
afternoon	NN1	afternoon
you	PNP	you
this	DT0	this
are	VBB	be
<SEG>
John	NP0	john
"	PUQ	"
said	VVD	say|said
could	VM0	could
.	SENT	.
it	PNP	it
done	VDN	do
I	PNP	i
have	VHI	have
"	PUQ	"
<SEG>
,	PUN	,
I	PNP	i
"	PUQ	"
myself	PNX	myself
these	DT0	these
With	PRP	with
believe	VVB	believe
!	SENT	!
verily	AV0	verily
better	AV0	well
<SEG>
strode	VVD	stride
,	PUN	,
away	AV0	away
good-natured	AJ0	good-natured
,	PUN	,
and	CJC	and
he	PNP	he
presently	AV0	presently
was	VBD	be
words	NN2	word
<SEG>
company	NN1	company
Boxer	NN1	boxer
the	AT0	the
and	CJC	and
with	PRP	with
,	PUN	,
old	AJ0	old
heard	VVN	hear
in	PRP	in
,	PUN	,
<SEG>
the	AT0	the
making	VVG	make|making
cart	NN1	cart
,	PUN	,
,	PUN	,
and	CJC	and
music	NN1	music
down	PRP	down
lively	AJ0	lively
horse	NN1	horse
<SEG>
time	NN1	time
stood	VVD	stand
What	DTQ	what
the	AT0	the
the	AT0	the
Caleb	NP0	caleb
still	AV0	still
dreamy	AJ0	dreamy
road	NN1	road
.	SENT	.
<SEG>
,	PUN	,
watching	VVG	watch
same	DT0	same
daughter	NN1	daughter
expression	NN1	expression
,	PUN	,
the	AT0	the
his	DPS	he
blind	AJ0	blind
with	PRP	with
<SEG>
!	SENT	!
said	VVD	say|said
Bertha	NP0	bertha
.	SENT	.
"	PUQ	"
his	DPS	he
Caleb	NP0	caleb
on	PRP	on
"	PUQ	"
face	NN1	face
<SEG>
,	PUN	,
has	VHZ	have
softly	AV0	softly
changed	AJ0	changed|change
.	SENT	.
How	AVQ	how
?	SENT	?
What	DTQ	what
happened	VVN	happen
"	PUQ	"
<SEG>
,	PUN	,
in	PRP	in
hours	NN2	hour
you	PNP	you
,	PUN	,
my	DPS	i
darling	NN1	darling
are	VBB	be
a	AT0	a
few	DT0	few
<SEG>
dull	AJ0	dull
---	AJ0	---
all	DT0	all
You	PNP	you
and	CJC	and
silent	AJ0	silent
since	PRP	since
this	DT0	this
!	SENT	!
morning	NN1	morning
<SEG>
!	SENT	!
What	DTQ	what
day	NN1	day
it	PNP	it
!	SENT	!
Tell	VVB	tell
is	VBZ	be
me	PNP	i
"	PUQ	"
?	SENT	?
<SEG>
father	NN1	father
!	SENT	!
,	PUN	,
Oh	ITJ	oh
father	NN1	father
cried	VVD	cry
"	PUQ	"
"	PUQ	"
,	PUN	,
the	AT0	the
<SEG>
,	PUN	,
tears	NN2	tear
into	PRP	into
Oh	ITJ	oh
"	PUQ	"
bursting	VVG	burst|bursting
Girl	NN1	girl
Blind	AJ0	blind
,	PUN	,
.	SENT	.
<SEG>
[	PUL	[
156	CRD	156
!	SENT	!
hard	AJ0	hard
,	PUN	,
hard	AJ0	hard
"	PUQ	"
my	DPS	i
]	PUR	]
fate	NN1	fate
<SEG>
answered	VVD	answer
his	DPS	he
eyes	NN2	eye
Caleb	NP0	caleb
hand	NN1	hand
his	DPS	he
he	PNP	he
across	PRP	across
before	CJS	before
drew	VVD	draw
<SEG>
how	AVQ	how
think	VVB	think
and	CJC	and
"	PUQ	"
her	PNP	she
cheerful	AJ0	cheerful
happy	AJ0	happy
But	CJC	but
.	SENT	.
how	AVQ	how
<SEG>
been	VBN	be
Bertha	NP0	bertha
have	VHB	have
,	PUN	,
good	AJ0	good
and	CJC	and
!	SENT	!
,	PUN	,
you	PNP	you
How	AVQ	how
<SEG>
many	DT0	many
.	SENT	.
"	PUQ	"
how	AVQ	how
loved	VVD	love|loved
"	PUQ	"
people	NN0	people
by	PRP	by
much	DT0	much
,	PUN	,
<SEG>
heart	NN1	heart
to	PRP	to
dear	AJ0	dear
That	DT0	that
strikes	VVZ	strike
!	SENT	!
father	NN1	father
me	PNP	i
the	AT0	the
,	PUN	,
<SEG>
of	PRF	of
mindful	AJ0	mindful
so	AV0	so
kind	AJ0	kind
!	SENT	!
so	AV0	so
me	PNP	i
to	PRP	to
Always	AV0	always
Always	AV0	always
<SEG>
Caleb	NP0	caleb
very	AV0	very
"	PUQ	"
to	TO0	to
much	AV0	much
understand	VVI	understand
perplexed	VVN	perplex|perplexed
!	SENT	!
was	VBD	be
me	PNP	i
<SEG>
to	TO0	to
be	VBI	be
blind	AJ0	blind
To	TO0	to
,	PUN	,
"	PUQ	"
---	AJ0	---
.	SENT	.
her	PNP	she
be	VBI	be
<SEG>
my	DPS	i
,	PUN	,
Bertha	NP0	bertha
he	PNP	he
poor	AJ0	poor
"	PUQ	"
faltered	VVD	falter
,	PUN	,
,	PUN	,
dear	NN1	dear
<SEG>
a	AT0	a
is	VBZ	be
---	NN1	---
"	PUQ	"
but	CJC	but
affliction	NN1	affliction
great	AJ0	great
;	PUN	;
---	AJ0	---
"	PUQ	"
<SEG>
the	AT0	the
have	VHB	have
I	PNP	i
felt	VVN	feel
"	PUQ	"
"	PUQ	"
cried	VVD	cry
never	AV0	never
!	SENT	!
it	PNP	it
<SEG>
it	PNP	it
"	PUQ	"
Girl	NN1	girl
never	AV0	never
have	VHB	have
.	SENT	.
I	PNP	i
in	PRP	in
felt	VVN	feel
Blind	AJ0	blind
<SEG>
!	SENT	!
sometimes	AV0	sometimes
have	VHB	have
that	CJT	that
.	SENT	.
its	DPS	it
Never	AV0	never
wished	VVN	wish
fulness	NN1	fulness
I	PNP	i
<SEG>
,	PUN	,
him	PNP	he
you	PNP	you
could	VM0	could
see	VVI	see
see	VVI	see
---	AJ0	---
could	VM0	could
I	PNP	i
or	CJC	or
<SEG>
only	AV0	only
for	PRP	for
dear	AJ0	dear
once	AV0	once
father	NN1	father
,	PUN	,
one	CRD	one
,	PUN	,
only	AV0	only
little	AJ0	little
<SEG>
is	VBZ	be
I	PNP	i
minute	NN1	minute
know	VVI	know
---	NN1	---
I	PNP	i
that	CJT	that
what	DTQ	what
might	VM0	might
it	PNP	it
<SEG>
her	DPS	she
upon	PRP	upon
treasure	VVB	treasure
laid	VVD	lay|laid
up	AVP	up
she	PNP	she
"	PUQ	"
,	PUN	,
hands	NN2	hand
her	DPS	she
<SEG>
I	PNP	i
here	AV0	here
and	CJC	and
breast	NN1	breast
That	CJT	that
"	PUQ	"
!	SENT	!
hold	VVB	hold
might	VM0	might
,	PUN	,
<SEG>
sometimes	AV0	sometimes
sure	AJ0	sure
have	VHB	have
be	VBI	be
And	CJC	and
I	PNP	i
right	AV0	right
(	PUL	(
it	PNP	it
!	SENT	!
<SEG>
child	NN1	child
was	VBD	be
have	VHB	have
I	PNP	i
a	AT0	a
wept	VVN	weep
but	CJC	but
I	PNP	i
then	AV0	then
)	PUR	)
<SEG>
night	NN1	night
in	PRP	in
that	CJT	that
prayers	NN2	prayer
,	PUN	,
think	VVI	think
,	PUN	,
to	TO0	to
at	PRP	at
my	DPS	i
<SEG>
your	DPS	you
ascended	VVD	ascend
,	PUN	,
images	NN2	image
from	PRP	from
my	DPS	i
when	CJS	when
heart	NN1	heart
Heaven	NN1	heaven
to	PRP	to
<SEG>
not	XX0	not
of	PRF	of
true	AJ0	true
resemblance	NN1	resemblance
they	PNP	they
might	VM0	might
the	AT0	the
yourselves	PNX	yourselves
be	VBI	be
.	SENT	.
<SEG>
They	PNP	they
never	AV0	never
had	VHN	have
I	PNP	i
long	AV0	long
feelings	NN2	feeling
these	DT0	these
have	VHB	have
.	SENT	.
But	CJC	but
<SEG>
passed	VVN	pass|passed
and	CJC	and
tranquil	AJ0	tranquil
,	PUN	,
have	VHB	have
contented	AJ0	contented|content
me	PNP	i
and	CJC	and
away	AV0	away
left	VVD	leave|left
<SEG>
they	PNP	they
"	PUQ	"
"	PUQ	"
"	PUQ	"
.	SENT	.
will	VM0	will
,	PUN	,
again	AV0	again
And	CJC	and
said	VVD	say|said
<SEG>
!	SENT	!
my	DPS	i
Oh	ITJ	oh
,	PUN	,
.	SENT	.
"	PUQ	"
father	NN1	father
,	PUN	,
But	CJC	but
Caleb	NP0	caleb
<SEG>
,	PUN	,
gentle	AJ0	gentle
I	PNP	i
if	CJS	if
,	PUN	,
good	AJ0	good
me	PNP	i
father	NN1	father
with	PRP	with
bear	VVB	bear
<SEG>
the	AT0	the
said	VVD	say|said
"	PUQ	"
.	SENT	.
wicked	AJ0	wicked
"	PUQ	"
Blind	AJ0	blind
!	SENT	!
am	VBB	be
Girl	NN1	girl
<SEG>
the	AT0	the
that	CJT	that
is	VBZ	be
weighs	VVZ	weigh
down	AVP	down
sorrow	NN1	sorrow
This	DT0	this
me	PNP	i
so	AV0	so
not	XX0	not
<SEG>
not	XX0	not
"	PUQ	"
father	NN1	father
could	VM0	could
let	VVI	let
Her	DPS	she
choose	VVI	choose
but	CJC	but
!	SENT	!
his	DPS	he
<SEG>
earnest	AJ0	earnest
moist	AJ0	moist
overflow	NN1	overflow
;	PUN	;
so	AV0	so
was	VBD	be
and	CJC	and
eyes	NN2	eye
she	PNP	she
pathetic	AJ0	pathetic
<SEG>
yet	AV0	yet
"	PUQ	"
not	XX0	not
understand	VVI	understand
did	VDD	do
But	CJC	but
.	SENT	.
.	SENT	.
her	PNP	she
he	PNP	he
<SEG>
her	PNP	she
me	PNP	i
"	PUQ	"
,	PUN	,
.	SENT	.
Bring	VVB	bring
to	PRP	to
Bertha	NP0	bertha
"	PUQ	"
said	VVD	say|said
<SEG>
closed	VVD	close|closed
cannot	VVB	cannot
within	PRP	within
and	CJC	and
myself	PNX	myself
I	PNP	i
hold	VVB	hold
it	PNP	it
shut	VVD	shut
.	SENT	.
<SEG>
me	PNP	i
She	PNP	she
,	PUN	,
to	PRP	to
"	PUQ	"
her	PNP	she
father	NN1	father
Bring	VVB	bring
!	SENT	!
knew	VVD	know
<SEG>
May	NP0	may
said	VVD	say|said
,	PUN	,
.	SENT	.
Bring	VVB	bring
and	CJC	and
hesitated	VVD	hesitate
he	PNP	he
,	PUN	,
"	PUQ	"
<SEG>
mention	NN1	mention
May	NP0	may
the	AT0	the
May	NP0	may
"	PUQ	"
name	NN1	name
her	DPS	she
!	SENT	!
of	PRF	of
heard	VVD	hear
<SEG>
coming	VVG	come|coming
,	PUN	,
her	PNP	she
,	PUN	,
her	PNP	she
towards	PRP	towards
touched	VVD	touch|touched
,	PUN	,
and	CJC	and
quietly	AV0	quietly
<SEG>
,	PUN	,
arm	NN1	arm
on	PRP	on
The	AT0	the
the	AT0	the
Girl	NN1	girl
.	SENT	.
Blind	AJ0	blind
turned	VVD	turn|turned
immediately	AV0	immediately
<SEG>
Look	VVB	look
held	VVD	hold|held
her	PNP	she
and	CJC	and
hands	NN2	hand
.	SENT	.
by	PRP	by
both	DT0	both
into	PRP	into
"	PUQ	"
<SEG>
Sweet	AJ0	sweet
Dear	AJ0	dear
,	PUN	,
face	NN1	face
my	DPS	i
,	PUN	,
!	SENT	!
"	PUQ	"
heart	NN1	heart
heart	NN1	heart
<SEG>
replaced-dns	NP0	replaced-dns
Read	VVB	read
]	PUR	]
your	DPS	you
<repdns text="Bertha.[157" />
"	PUQ	"
said	VVD	say|said
with	PRP	with
beautiful	AJ0	beautiful
it	PNP	it
<SEG>
if	CJS	if
,	PUN	,
is	VBZ	be
eyes	NN2	eye
and	CJC	and
me	PNP	i
truth	NN1	truth
written	VVN	write|written
tell	VVB	tell
the	AT0	the
<SEG>
yes	ITJ	yes
"	PUQ	"
!	SENT	!
on	PRP	on
Bertha	NP0	bertha
.	SENT	.
Dear	ITJ	dear
,	PUN	,
it	PNP	it
"	PUQ	"
<SEG>
"	PUQ	"
Blind	AJ0	blind
upturning	VVG	upturn
the	AT0	the
Girl	NN1	girl
The	AT0	the
still	AV0	still
blank	AJ0	blank
,	PUN	,
sightless	AJ0	sightless
<SEG>
coursing	VVG	course
,	PUN	,
tears	NN2	tear
which	DTQ	which
were	VBD	be
,	PUN	,
the	AT0	the
face	NN1	face
down	PRP	down
fast	AV0	fast
<SEG>
her	PNP	she
is	VBZ	be
not	XX0	not
addressed	VVD	address|addressed
There	EX0	there
these	DT0	these
:	PUN	:
words	NN2	word
in	PRP	in
"	PUQ	"
<SEG>
,	PUN	,
in	PRP	in
wish	NN1	wish
thought	VVD	think
,	PUN	,
that	DT0	that
or	CJC	or
a	AT0	a
my	DPS	i
soul	NN1	soul
<SEG>
for	PRP	for
May	NP0	may
not	XX0	not
bright	AJ0	bright
!	SENT	!
good	AJ0	good
your	DPS	you
,	PUN	,
is	VBZ	be
There	EX0	there
<SEG>
my	DPS	i
grateful	AJ0	grateful
,	PUN	,
not	XX0	not
,	PUN	,
is	VBZ	be
soul	NN1	soul
a	AT0	a
recollection	NN1	recollection
in	PRP	in
<SEG>
deep	AJ0	deep
there	AV0	there
remembrance	NN1	remembrance
which	DTQ	which
of	PRF	of
stored	VVN	store|stored
than	CJS	than
the	AT0	the
stronger	AJC	strong
is	VBZ	be
<SEG>
,	PUN	,
times	NN2	time
pride	NN1	pride
many	DT0	many
full	AJ0	full
many	DT0	many
the	AT0	the
the	AT0	the
when	CJS	when
in	PRP	in
<SEG>
consideration	NN1	consideration
for	PRP	for
beauty	NN1	beauty
have	VHB	have
,	PUN	,
of	PRF	of
and	CJC	and
you	PNP	you
had	VHN	have
sight	NN1	sight
<SEG>
Bertha	NP0	bertha
two	CRD	two
even	AV0	even
,	PUN	,
,	PUN	,
children	NN2	child
Blind	AJ0	blind
when	CJS	when
were	VBD	be
we	PNP	we
<SEG>
child	NN1	child
much	DT0	much
as	PRP	as
as	CJS	as
Bertha	NP0	bertha
or	CJC	or
ever	AV0	ever
was	VBD	be
a	AT0	a
when	CJS	when
<SEG>
