	Zola_Nana_0	Zola_Nana_1	Zola_Nana_2	Zola_Nana_3	Zola_Nana_4	Zola_Nana_5	Zola_Nana_6	Zola_Nana_7	Zola_Nana_8	Zola_Nana_9	Zola_Nana_10	Zola_Nana_11	Zola_Nana_12	Zola_Nana_13	Zola_Nana_14	Zola_Nana_15	Zola_Nana_16	Zola_Nana_17	Zola_Nana_18	Zola_Nana_19	Zola_Nana_20	Zola_Nana_21	Zola_Nana_22	Zola_Nana_23	Zola_Nana_24	Zola_Nana_25	Zola_Nana_26	Zola_Nana_27	Zola_Nana_28	Zola_Nana_29	Zola_Nana_30	Zola_Nana_31	Zola_Nana_32	Zola_Nana_33	Zola_Nana_34	Zola_Nana_35	Zola_Nana_36	Zola_Nana_37	Zola_Nana_38	Zola_Nana_sum
comme_KON_comme	7.0	5.0	5.0	6.0	9.0	3.0	6.0	7.0	12.0	7.0	11.0	6.0	5.0	9.0	8.0	9.0	10.0	7.0	6.0	10.0	7.0	11.0	8.0	13.0	7.0	8.0	10.0	10.0	7.0	7.0	8.0	11.0	6.0	9.0	9.0	16.0	12.0	10.0	9.0	326.0
y_PRO:PER_y	6.0	6.0	10.0	16.0	11.0	11.0	10.0	9.0	6.0	14.0	9.0	6.0	9.0	9.0	3.0	7.0	5.0	9.0	5.0	10.0	9.0	17.0	8.0	6.0	13.0	9.0	13.0	4.0	3.0	13.0	4.0	8.0	8.0	8.0	4.0	7.0	9.0	7.0	3.0	324.0
deux_NUM_deux	4.0	5.0	11.0	17.0	3.0	9.0	8.0	11.0	5.0	16.0	8.0	7.0	14.0	9.0	10.0	10.0	8.0	4.0	13.0	6.0	7.0	8.0	5.0	8.0	4.0	2.0	10.0	10.0	7.0	9.0	10.0	4.0	10.0	6.0	8.0	6.0	4.0	12.0	3.0	311.0
femme_NOM_femme	7.0	5.0	15.0	7.0	8.0	9.0	5.0	6.0	8.0	3.0	8.0	8.0	9.0	8.0	6.0	6.0	8.0	13.0	10.0	9.0	9.0	3.0	8.0	9.0	10.0	15.0	8.0	12.0	5.0	5.0	3.0	15.0	4.0	9.0	8.0	13.0	6.0	1.0	2.0	303.0
Le_DET:ART_le	15.0	15.0	10.0	5.0	13.0	7.0	13.0	8.0	5.0	14.0	12.0	12.0	14.0	5.0	12.0	7.0	9.0	6.0	7.0	6.0	4.0	3.0	4.0	2.0	10.0	7.0	8.0	7.0	5.0	6.0	7.0	3.0	8.0	8.0	3.0	10.0	5.0	3.0	3.0	301.0
où_PRO:REL_où	9.0	6.0	5.0	8.0	9.0	8.0	12.0	8.0	5.0	9.0	8.0	1.0	13.0	9.0	5.0	5.0	12.0	4.0	10.0	7.0	11.0	12.0	10.0	8.0	9.0	9.0	11.0	4.0	6.0	6.0	1.0	5.0	10.0	11.0	7.0	9.0	10.0	1.0	5.0	298.0
C'_PRO:DEM_ce	10.0	8.0	4.0	6.0	9.0	7.0	9.0	6.0	7.0	8.0	12.0	7.0	10.0	9.0	8.0	7.0	11.0	8.0	5.0	6.0	9.0	6.0	7.0	6.0	7.0	8.0	4.0	4.0	7.0	15.0	8.0	7.0	8.0	6.0	12.0	2.0	11.0	3.0	8.0	295.0
sans_PRP_sans	2.0	5.0	6.0	9.0	10.0	6.0	10.0	7.0	6.0	6.0	7.0	9.0	8.0	10.0	7.0	10.0	12.0	5.0	9.0	5.0	12.0	11.0	6.0	5.0	10.0	12.0	7.0	4.0	6.0	4.0	7.0	10.0	5.0	12.0	5.0	9.0	6.0	12.0	3.0	295.0
a_VER:pres_avoir	18.0	2.0	12.0	5.0	6.0	23.0	8.0	13.0	13.0	8.0	3.0	2.0	5.0	10.0	4.0	9.0	3.0	9.0	1.0	9.0	3.0	9.0	8.0	9.0	6.0	5.0	0.0	6.0	2.0	12.0	11.0	7.0	15.0	3.0	4.0	4.0	1.0	14.0	11.0	293.0
vous_PRO:PER_vous	8.0	8.0	7.0	10.0	16.0	13.0	21.0	8.0	15.0	7.0	10.0	17.0	11.0	2.0	8.0	6.0	1.0	5.0	6.0	13.0	3.0	3.0	8.0	0.0	15.0	5.0	8.0	4.0	3.0	5.0	4.0	4.0	10.0	0.0	5.0	2.0	1.0	4.0	12.0	288.0
encore_ADV_encore	6.0	3.0	10.0	9.0	10.0	8.0	8.0	10.0	9.0	4.0	7.0	7.0	6.0	4.0	8.0	5.0	6.0	5.0	5.0	13.0	8.0	10.0	7.0	9.0	6.0	5.0	6.0	9.0	7.0	7.0	7.0	9.0	6.0	9.0	9.0	10.0	4.0	6.0	8.0	285.0
comte_NOM_comte	7.0	8.0	4.0	1.0	13.0	12.0	16.0	5.0	8.0	4.0	9.0	12.0	16.0	5.0	11.0	10.0	13.0	8.0	4.0	3.0	0.0	2.0	4.0	8.0	15.0	10.0	7.0	9.0	3.0	9.0	1.0	9.0	11.0	5.0	4.0	11.0	4.0	3.0	1.0	285.0
air_NOM_air	6.0	4.0	7.0	8.0	10.0	4.0	7.0	4.0	3.0	5.0	12.0	9.0	3.0	3.0	7.0	11.0	10.0	11.0	3.0	4.0	12.0	5.0	11.0	9.0	5.0	6.0	4.0	6.0	16.0	9.0	6.0	5.0	8.0	6.0	3.0	6.0	4.0	6.0	7.0	265.0
ils_PRO:PER_il	1.0	4.0	2.0	0.0	19.0	11.0	8.0	8.0	2.0	7.0	2.0	8.0	2.0	3.0	11.0	13.0	4.0	2.0	11.0	16.0	5.0	9.0	5.0	8.0	5.0	4.0	6.0	4.0	9.0	16.0	5.0	6.0	6.0	7.0	2.0	9.0	4.0	14.0	6.0	264.0
aux_PRP:det_au	5.0	7.0	8.0	0.0	6.0	10.0	5.0	9.0	7.0	7.0	5.0	6.0	7.0	4.0	5.0	6.0	7.0	7.0	6.0	5.0	7.0	8.0	8.0	5.0	8.0	8.0	6.0	5.0	10.0	9.0	4.0	5.0	11.0	9.0	9.0	10.0	8.0	5.0	3.0	260.0
comme_ADV_comme	5.0	9.0	6.0	9.0	6.0	4.0	6.0	11.0	5.0	5.0	6.0	8.0	9.0	8.0	8.0	7.0	8.0	7.0	5.0	1.0	5.0	3.0	6.0	5.0	7.0	11.0	6.0	8.0	8.0	6.0	8.0	7.0	5.0	7.0	4.0	4.0	12.0	4.0	4.0	253.0
Nana_NOM_nana	3.0	5.0	7.0	14.0	6.0	1.0	5.0	11.0	3.0	5.0	2.0	7.0	5.0	11.0	9.0	6.0	10.0	7.0	2.0	14.0	16.0	7.0	2.0	6.0	3.0	2.0	6.0	7.0	10.0	9.0	11.0	3.0	4.0	4.0	6.0	9.0	5.0	3.0	1.0	247.0
Fauchery_NAM_fauchery	18.0	20.0	9.0	2.0	0.0	25.0	18.0	3.0	7.0	6.0	12.0	5.0	11.0	0.0	10.0	12.0	4.0	5.0	2.0	1.0	0.0	2.0	11.0	9.0	18.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	10.0	1.0	0.0	5.0	4.0	6.0	1.0	244.0
Muffat_NAM_muffat	2.0	4.0	4.0	1.0	8.0	12.0	7.0	2.0	2.0	3.0	7.0	12.0	13.0	5.0	12.0	8.0	14.0	14.0	7.0	2.0	0.0	1.0	2.0	7.0	16.0	8.0	13.0	10.0	1.0	2.0	0.0	9.0	9.0	5.0	4.0	7.0	6.0	3.0	1.0	243.0
ces_PRO:DEM_ce	2.0	1.0	6.0	7.0	4.0	10.0	5.0	9.0	10.0	5.0	4.0	12.0	5.0	4.0	2.0	11.0	6.0	3.0	5.0	3.0	9.0	6.0	4.0	2.0	5.0	5.0	17.0	10.0	5.0	4.0	1.0	3.0	17.0	8.0	2.0	2.0	7.0	9.0	7.0	237.0
dont_PRO:REL_dont	12.0	6.0	11.0	2.0	7.0	5.0	5.0	8.0	5.0	7.0	8.0	4.0	5.0	4.0	5.0	9.0	6.0	3.0	2.0	5.0	4.0	3.0	9.0	4.0	10.0	8.0	7.0	7.0	6.0	5.0	6.0	5.0	3.0	2.0	9.0	8.0	13.0	5.0	2.0	235.0
tu_PRO:PER_tu	8.0	1.0	0.0	4.0	1.0	1.0	2.0	0.0	3.0	7.0	0.0	1.0	1.0	8.0	5.0	0.0	6.0	21.0	4.0	4.0	7.0	13.0	9.0	17.0	4.0	4.0	8.0	5.0	2.0	6.0	1.0	17.0	2.0	8.0	21.0	15.0	3.0	7.0	1.0	227.0
toujours_ADV_toujours	5.0	3.0	7.0	6.0	4.0	5.0	2.0	6.0	6.0	9.0	3.0	6.0	2.0	2.0	5.0	7.0	6.0	6.0	10.0	5.0	8.0	10.0	7.0	6.0	5.0	7.0	6.0	5.0	3.0	5.0	6.0	5.0	7.0	6.0	7.0	4.0	9.0	7.0	7.0	225.0
donc_ADV_donc	8.0	6.0	4.0	3.0	7.0	9.0	8.0	4.0	10.0	7.0	8.0	8.0	3.0	13.0	5.0	5.0	4.0	5.0	2.0	4.0	3.0	6.0	3.0	7.0	5.0	6.0	3.0	9.0	5.0	5.0	12.0	6.0	3.0	4.0	4.0	2.0	5.0	6.0	4.0	221.0
Alors_ADV_alors	3.0	5.0	4.0	6.0	4.0	5.0	6.0	6.0	5.0	5.0	3.0	3.0	7.0	8.0	6.0	6.0	4.0	9.0	5.0	7.0	8.0	7.0	7.0	5.0	7.0	5.0	6.0	8.0	6.0	8.0	3.0	7.0	3.0	7.0	9.0	5.0	4.0	5.0	3.0	220.0
les_PRO:PER_la|le	5.0	4.0	5.0	9.0	7.0	4.0	4.0	9.0	5.0	11.0	3.0	2.0	6.0	3.0	5.0	7.0	7.0	5.0	5.0	5.0	9.0	4.0	2.0	2.0	6.0	3.0	7.0	7.0	8.0	5.0	5.0	3.0	7.0	5.0	3.0	10.0	5.0	8.0	8.0	218.0
Puis_ADV_puis	4.0	5.0	9.0	6.0	2.0	4.0	5.0	4.0	6.0	8.0	4.0	6.0	5.0	4.0	5.0	4.0	6.0	7.0	5.0	3.0	5.0	8.0	8.0	8.0	5.0	3.0	6.0	7.0	5.0	8.0	5.0	8.0	6.0	4.0	8.0	4.0	8.0	3.0	2.0	213.0
yeux_NOM_œil	5.0	7.0	8.0	5.0	6.0	7.0	11.0	4.0	7.0	8.0	7.0	5.0	7.0	3.0	4.0	8.0	6.0	6.0	10.0	8.0	4.0	4.0	4.0	10.0	4.0	2.0	4.0	6.0	2.0	3.0	4.0	13.0	4.0	6.0	5.0	1.0	2.0	2.0	0.0	212.0
On_PRO:PER_on	5.0	17.0	5.0	9.0	7.0	13.0	2.0	12.0	15.0	4.0	3.0	5.0	2.0	6.0	8.0	10.0	1.0	2.0	2.0	5.0	3.0	2.0	6.0	7.0	3.0	1.0	2.0	2.0	3.0	5.0	17.0	5.0	6.0	1.0	3.0	5.0	0.0	5.0	3.0	212.0
chez_PRP_chez	2.0	2.0	5.0	4.0	4.0	13.0	10.0	4.0	6.0	8.0	5.0	3.0	3.0	5.0	2.0	3.0	8.0	8.0	4.0	6.0	9.0	7.0	7.0	5.0	2.0	9.0	15.0	3.0	1.0	0.0	0.0	6.0	3.0	9.0	10.0	7.0	7.0	5.0	1.0	211.0
dit_VER:pres_dire	5.0	6.0	3.0	12.0	10.0	6.0	8.0	11.0	5.0	6.0	8.0	9.0	3.0	7.0	3.0	10.0	0.0	2.0	1.0	4.0	3.0	2.0	5.0	5.0	7.0	4.0	6.0	7.0	9.0	2.0	5.0	4.0	3.0	3.0	6.0	1.0	0.0	8.0	8.0	207.0
si_KON_si	3.0	5.0	0.0	7.0	4.0	2.0	2.0	7.0	12.0	4.0	4.0	4.0	3.0	5.0	9.0	5.0	4.0	3.0	3.0	7.0	4.0	9.0	6.0	9.0	5.0	2.0	6.0	10.0	3.0	8.0	5.0	7.0	7.0	0.0	5.0	7.0	8.0	7.0	5.0	206.0
ai_VER:pres_avoir	9.0	4.0	3.0	14.0	4.0	7.0	5.0	5.0	7.0	4.0	2.0	3.0	1.0	6.0	4.0	4.0	0.0	6.0	6.0	6.0	4.0	3.0	4.0	8.0	6.0	3.0	4.0	7.0	2.0	11.0	6.0	9.0	6.0	3.0	7.0	2.0	1.0	12.0	7.0	205.0
si_ADV_si	4.0	8.0	9.0	3.0	5.0	8.0	11.0	4.0	1.0	4.0	0.0	9.0	1.0	3.0	7.0	4.0	2.0	8.0	6.0	8.0	4.0	4.0	2.0	7.0	7.0	5.0	5.0	8.0	1.0	6.0	3.0	10.0	9.0	2.0	8.0	6.0	4.0	5.0	3.0	204.0
coup_NOM_coup	6.0	5.0	8.0	5.0	5.0	3.0	5.0	0.0	6.0	6.0	8.0	5.0	7.0	7.0	6.0	6.0	5.0	3.0	6.0	6.0	2.0	6.0	7.0	3.0	5.0	6.0	2.0	2.0	6.0	8.0	10.0	4.0	3.0	5.0	6.0	7.0	3.0	6.0	4.0	203.0
être_VER:infi_être	5.0	1.0	4.0	5.0	7.0	9.0	5.0	8.0	4.0	8.0	2.0	4.0	3.0	10.0	3.0	3.0	9.0	4.0	11.0	8.0	5.0	9.0	5.0	6.0	1.0	5.0	2.0	3.0	2.0	4.0	1.0	5.0	3.0	9.0	5.0	9.0	1.0	6.0	3.0	197.0
Mme_NOM_madame	0.0	0.0	6.0	34.0	9.0	14.0	8.0	0.0	0.0	4.0	8.0	6.0	11.0	5.0	8.0	9.0	3.0	1.0	1.0	12.0	9.0	6.0	3.0	2.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	17.0	2.0	5.0	2.0	2.0	0.0	0.0	194.0
homme_NOM_homme	10.0	4.0	4.0	4.0	6.0	7.0	7.0	0.0	9.0	6.0	6.0	2.0	7.0	5.0	7.0	2.0	6.0	6.0	5.0	6.0	4.0	7.0	0.0	4.0	5.0	8.0	5.0	4.0	3.0	6.0	4.0	5.0	3.0	3.0	5.0	8.0	5.0	3.0	2.0	193.0
Je_PRO:PER_je	7.0	1.0	4.0	10.0	5.0	7.0	10.0	1.0	8.0	3.0	7.0	4.0	1.0	3.0	0.0	5.0	2.0	11.0	2.0	2.0	2.0	3.0	4.0	10.0	5.0	3.0	4.0	2.0	6.0	3.0	4.0	9.0	5.0	5.0	10.0	1.0	3.0	10.0	4.0	186.0
tête_NOM_tête	5.0	5.0	3.0	6.0	7.0	5.0	0.0	5.0	10.0	3.0	8.0	3.0	7.0	5.0	5.0	5.0	4.0	8.0	4.0	4.0	9.0	1.0	6.0	5.0	6.0	4.0	4.0	5.0	6.0	2.0	9.0	8.0	2.0	1.0	6.0	3.0	1.0	3.0	3.0	186.0
que_PRO:REL_que	7.0	1.0	3.0	5.0	3.0	3.0	2.0	7.0	8.0	3.0	5.0	2.0	6.0	7.0	4.0	4.0	2.0	8.0	4.0	5.0	3.0	1.0	1.0	6.0	6.0	3.0	7.0	10.0	2.0	8.0	4.0	6.0	4.0	4.0	9.0	2.0	4.0	8.0	7.0	184.0
voix_NOM_voix	14.0	14.0	2.0	7.0	5.0	7.0	3.0	7.0	6.0	4.0	7.0	10.0	2.0	2.0	2.0	1.0	4.0	3.0	1.0	2.0	6.0	3.0	9.0	6.0	4.0	7.0	4.0	2.0	5.0	2.0	4.0	5.0	6.0	4.0	2.0	1.0	0.0	6.0	5.0	184.0
fut_VER:simp_être	1.0	8.0	2.0	6.0	4.0	5.0	1.0	2.0	2.0	3.0	2.0	1.0	3.0	7.0	10.0	5.0	2.0	4.0	6.0	7.0	8.0	3.0	6.0	5.0	7.0	9.0	10.0	4.0	6.0	3.0	8.0	1.0	5.0	6.0	5.0	4.0	6.0	3.0	3.0	183.0
sous_PRP_sous	7.0	6.0	3.0	3.0	6.0	2.0	2.0	4.0	5.0	3.0	7.0	5.0	7.0	6.0	4.0	1.0	6.0	6.0	5.0	4.0	3.0	5.0	5.0	6.0	5.0	2.0	5.0	4.0	4.0	3.0	7.0	3.0	7.0	5.0	4.0	7.0	8.0	5.0	2.0	182.0
me_PRO:PER_me	3.0	1.0	3.0	6.0	3.0	7.0	5.0	5.0	10.0	1.0	3.0	3.0	2.0	6.0	2.0	2.0	3.0	11.0	4.0	5.0	1.0	2.0	1.0	19.0	6.0	2.0	6.0	6.0	4.0	6.0	3.0	11.0	2.0	1.0	13.0	4.0	1.0	3.0	2.0	178.0
petit_ADJ_petit	3.0	3.0	3.0	4.0	6.0	3.0	7.0	6.0	7.0	7.0	2.0	5.0	4.0	6.0	8.0	8.0	5.0	1.0	3.0	3.0	0.0	5.0	7.0	1.0	3.0	9.0	4.0	5.0	4.0	1.0	1.0	2.0	5.0	5.0	15.0	7.0	5.0	3.0	1.0	177.0
mon_DET:POS_mon	9.0	6.0	1.0	0.0	4.0	4.0	6.0	2.0	9.0	4.0	3.0	1.0	4.0	3.0	4.0	2.0	2.0	7.0	9.0	8.0	1.0	1.0	6.0	6.0	3.0	6.0	8.0	4.0	2.0	4.0	2.0	6.0	5.0	5.0	11.0	5.0	9.0	3.0	2.0	177.0
porte_NOM_porte	3.0	3.0	4.0	3.0	8.0	3.0	5.0	3.0	5.0	4.0	9.0	5.0	4.0	2.0	3.0	1.0	11.0	2.0	12.0	4.0	2.0	3.0	9.0	3.0	2.0	9.0	1.0	7.0	1.0	1.0	0.0	2.0	4.0	5.0	5.0	4.0	12.0	3.0	5.0	172.0
voir_VER:infi_voir	5.0	6.0	3.0	7.0	2.0	6.0	4.0	6.0	1.0	6.0	5.0	5.0	7.0	4.0	5.0	6.0	2.0	6.0	4.0	10.0	6.0	2.0	2.0	6.0	1.0	2.0	2.0	6.0	3.0	6.0	4.0	2.0	2.0	5.0	3.0	1.0	4.0	8.0	2.0	167.0
là_ADV_là	2.0	7.0	5.0	5.0	3.0	6.0	3.0	6.0	3.0	4.0	3.0	6.0	11.0	6.0	1.0	1.0	7.0	5.0	6.0	6.0	6.0	7.0	5.0	4.0	3.0	4.0	4.0	1.0	7.0	3.0	1.0	1.0	3.0	2.0	4.0	3.0	3.0	6.0	4.0	167.0
devant_PRP_devant	6.0	4.0	5.0	2.0	3.0	6.0	5.0	1.0	2.0	5.0	4.0	4.0	7.0	4.0	1.0	8.0	15.0	8.0	3.0	3.0	2.0	6.0	2.0	6.0	4.0	2.0	0.0	4.0	2.0	6.0	3.0	3.0	5.0	3.0	2.0	2.0	8.0	3.0	5.0	164.0
femmes_NOM_femme	11.0	10.0	1.0	4.0	2.0	3.0	1.0	11.0	6.0	9.0	2.0	3.0	9.0	0.0	1.0	3.0	3.0	14.0	0.0	3.0	6.0	10.0	2.0	2.0	1.0	1.0	5.0	5.0	7.0	1.0	5.0	3.0	2.0	2.0	2.0	1.0	1.0	7.0	4.0	163.0
venait_VER:impf_venir	3.0	6.0	6.0	5.0	5.0	5.0	5.0	4.0	3.0	6.0	10.0	6.0	9.0	3.0	7.0	3.0	2.0	2.0	3.0	0.0	2.0	3.0	4.0	1.0	3.0	1.0	4.0	2.0	4.0	4.0	7.0	8.0	6.0	4.0	3.0	3.0	5.0	2.0	3.0	162.0
avoir_VER:infi_avoir	3.0	2.0	4.0	4.0	12.0	5.0	7.0	6.0	6.0	9.0	2.0	4.0	4.0	3.0	7.0	3.0	7.0	4.0	1.0	2.0	4.0	5.0	1.0	3.0	3.0	6.0	2.0	3.0	0.0	4.0	2.0	3.0	3.0	4.0	3.0	7.0	4.0	6.0	3.0	161.0
mais_KON_mais	4.0	5.0	5.0	5.0	3.0	7.0	5.0	6.0	3.0	6.0	4.0	2.0	1.0	7.0	3.0	3.0	3.0	4.0	1.0	10.0	5.0	4.0	6.0	9.0	4.0	4.0	4.0	2.0	7.0	4.0	2.0	4.0	2.0	3.0	2.0	2.0	3.0	5.0	2.0	161.0
faire_VER:infi_faire	1.0	1.0	4.0	7.0	7.0	3.0	5.0	3.0	6.0	5.0	2.0	2.0	4.0	5.0	4.0	5.0	8.0	4.0	2.0	4.0	9.0	3.0	5.0	6.0	3.0	3.0	4.0	4.0	5.0	6.0	3.0	5.0	2.0	3.0	8.0	1.0	2.0	3.0	3.0	160.0
monde_NOM_monde	7.0	4.0	3.0	6.0	4.0	7.0	2.0	6.0	7.0	1.0	5.0	5.0	3.0	1.0	3.0	3.0	4.0	4.0	3.0	7.0	2.0	5.0	5.0	1.0	8.0	3.0	5.0	2.0	8.0	4.0	4.0	6.0	6.0	2.0	0.0	4.0	4.0	3.0	3.0	160.0
-ce_PRO:DEM_ce	6.0	3.0	4.0	10.0	0.0	3.0	4.0	3.0	5.0	4.0	1.0	2.0	4.0	9.0	3.0	4.0	2.0	3.0	3.0	7.0	2.0	2.0	4.0	5.0	8.0	1.0	6.0	4.0	2.0	8.0	6.0	2.0	4.0	4.0	6.0	3.0	1.0	8.0	3.0	159.0
étaient_VER:impf_être	4.0	5.0	5.0	2.0	4.0	2.0	7.0	11.0	6.0	9.0	9.0	7.0	1.0	1.0	3.0	4.0	1.0	1.0	3.0	4.0	6.0	6.0	1.0	4.0	2.0	1.0	6.0	1.0	6.0	2.0	4.0	6.0	3.0	5.0	2.0	7.0	2.0	3.0	3.0	159.0
m'_PRO:PER_me	9.0	0.0	7.0	1.0	4.0	9.0	6.0	3.0	8.0	3.0	0.0	3.0	3.0	2.0	3.0	5.0	4.0	6.0	2.0	3.0	1.0	2.0	3.0	1.0	4.0	4.0	4.0	7.0	2.0	4.0	5.0	4.0	1.0	3.0	9.0	8.0	0.0	7.0	9.0	159.0
autre_ADJ_autre	5.0	4.0	1.0	0.0	7.0	6.0	8.0	3.0	3.0	6.0	1.0	2.0	2.0	6.0	1.0	7.0	6.0	5.0	4.0	5.0	5.0	6.0	5.0	1.0	1.0	7.0	1.0	7.0	4.0	4.0	4.0	1.0	4.0	2.0	10.0	5.0	3.0	3.0	3.0	158.0
j'_PRO:PER_je	1.0	1.0	0.0	5.0	3.0	4.0	4.0	6.0	4.0	3.0	1.0	2.0	3.0	4.0	2.0	4.0	0.0	5.0	6.0	5.0	4.0	2.0	5.0	6.0	4.0	4.0	1.0	8.0	0.0	12.0	1.0	8.0	2.0	2.0	8.0	2.0	2.0	14.0	8.0	156.0
Georges_NAM_georges	0.0	0.0	0.0	0.0	1.0	3.0	9.0	6.0	6.0	5.0	0.0	0.0	4.0	15.0	17.0	13.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	14.0	3.0	7.0	9.0	4.0	4.0	3.0	4.0	8.0	12.0	1.0	3.0	1.0	0.0	156.0
hommes_NOM_homme	5.0	5.0	10.0	4.0	9.0	3.0	4.0	11.0	3.0	3.0	2.0	5.0	7.0	1.0	4.0	1.0	2.0	1.0	5.0	3.0	6.0	6.0	2.0	3.0	1.0	6.0	4.0	3.0	2.0	2.0	6.0	1.0	3.0	3.0	2.0	8.0	3.0	5.0	2.0	156.0
eut_VER:simp_avoir	4.0	4.0	7.0	5.0	3.0	2.0	7.0	3.0	0.0	7.0	3.0	6.0	6.0	4.0	3.0	5.0	5.0	6.0	4.0	4.0	4.0	1.0	2.0	4.0	5.0	4.0	7.0	4.0	2.0	5.0	4.0	6.0	1.0	4.0	3.0	3.0	4.0	2.0	0.0	153.0
quand_KON_quand	0.0	2.0	1.0	3.0	2.0	2.0	4.0	3.0	5.0	6.0	3.0	0.0	1.0	6.0	7.0	2.0	3.0	4.0	2.0	7.0	5.0	6.0	3.0	4.0	5.0	7.0	4.0	5.0	3.0	4.0	2.0	8.0	5.0	2.0	5.0	4.0	2.0	5.0	5.0	147.0
tous_PRO:IND_tout	2.0	4.0	1.0	5.0	5.0	5.0	4.0	8.0	1.0	4.0	1.0	2.0	2.0	0.0	8.0	6.0	4.0	1.0	2.0	1.0	0.0	3.0	4.0	2.0	6.0	7.0	8.0	5.0	6.0	3.0	2.0	4.0	4.0	5.0	2.0	6.0	4.0	6.0	2.0	145.0
Un_DET:ART_un	5.0	4.0	10.0	1.0	7.0	4.0	2.0	3.0	3.0	6.0	5.0	3.0	5.0	0.0	3.0	2.0	5.0	6.0	3.0	2.0	1.0	5.0	1.0	3.0	5.0	3.0	2.0	1.0	0.0	5.0	5.0	4.0	4.0	4.0	4.0	10.0	0.0	6.0	2.0	144.0
peu_ADV_peu	4.0	5.0	6.0	0.0	4.0	5.0	4.0	4.0	2.0	4.0	1.0	1.0	1.0	6.0	3.0	6.0	1.0	4.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	7.0	0.0	7.0	1.0	4.0	5.0	5.0	6.0	7.0	4.0	2.0	11.0	2.0	2.0	143.0
Vandeuvres_NAM_vandeuvres	2.0	3.0	2.0	0.0	3.0	9.0	27.0	9.0	16.0	9.0	0.0	0.0	1.0	1.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	8.0	6.0	5.0	15.0	5.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	142.0
Les_DET:ART_le	4.0	5.0	3.0	2.0	5.0	6.0	4.0	7.0	3.0	3.0	0.0	5.0	0.0	1.0	3.0	9.0	1.0	2.0	7.0	2.0	1.0	6.0	3.0	2.0	2.0	0.0	8.0	4.0	5.0	2.0	12.0	3.0	5.0	4.0	2.0	3.0	2.0	3.0	2.0	141.0
trop_ADV_trop	8.0	2.0	4.0	1.0	6.0	0.0	4.0	7.0	5.0	1.0	1.0	7.0	2.0	4.0	3.0	1.0	5.0	2.0	6.0	7.0	3.0	4.0	3.0	1.0	6.0	3.0	3.0	3.0	3.0	3.0	2.0	7.0	2.0	2.0	4.0	4.0	3.0	5.0	3.0	140.0
soir_NOM_soir	1.0	2.0	1.0	3.0	3.0	7.0	2.0	1.0	3.0	4.0	4.0	3.0	9.0	6.0	12.0	2.0	7.0	4.0	1.0	2.0	3.0	8.0	5.0	2.0	1.0	4.0	6.0	3.0	0.0	1.0	3.0	3.0	2.0	5.0	2.0	10.0	3.0	1.0	1.0	140.0
Mignon_NAM_mignon	3.0	6.0	5.0	2.0	1.0	3.0	3.0	13.0	9.0	4.0	15.0	5.0	1.0	0.0	3.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	6.0	10.0	0.0	0.0	2.0	5.0	5.0	2.0	2.0	1.0	0.0	0.0	2.0	6.0	13.0	4.0	140.0
chambre_NOM_chambre	0.0	0.0	7.0	8.0	1.0	0.0	0.0	1.0	2.0	4.0	1.0	2.0	3.0	8.0	10.0	1.0	3.0	3.0	6.0	4.0	0.0	1.0	3.0	0.0	3.0	10.0	1.0	3.0	0.0	0.0	0.0	10.0	0.0	13.0	8.0	1.0	11.0	6.0	4.0	138.0
tandis_KON_tandis	6.0	6.0	3.0	1.0	4.0	0.0	6.0	2.0	4.0	7.0	6.0	3.0	5.0	4.0	4.0	6.0	2.0	2.0	0.0	1.0	2.0	2.0	3.0	5.0	3.0	4.0	5.0	4.0	7.0	4.0	6.0	2.0	5.0	2.0	1.0	1.0	1.0	5.0	1.0	135.0
jeune_ADJ_jeune	7.0	3.0	5.0	4.0	9.0	6.0	3.0	1.0	6.0	1.0	2.0	3.0	6.0	6.0	3.0	1.0	2.0	2.0	2.0	3.0	2.0	0.0	0.0	1.0	4.0	7.0	4.0	8.0	8.0	1.0	2.0	4.0	6.0	5.0	3.0	3.0	0.0	0.0	1.0	134.0
faisait_VER:impf_faire	3.0	5.0	3.0	4.0	2.0	3.0	0.0	4.0	6.0	5.0	3.0	2.0	0.0	3.0	4.0	0.0	3.0	6.0	4.0	6.0	6.0	1.0	6.0	2.0	5.0	7.0	5.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	4.0	6.0	3.0	2.0	133.0
À_PRP_à	3.0	4.0	5.0	5.0	1.0	3.0	7.0	3.0	4.0	1.0	2.0	7.0	4.0	3.0	3.0	1.0	4.0	6.0	5.0	2.0	3.0	3.0	3.0	3.0	0.0	2.0	3.0	4.0	4.0	5.0	6.0	2.0	3.0	2.0	1.0	3.0	2.0	4.0	6.0	132.0
