	France_Thais_0	France_Thais_1	France_Thais_2	France_Thais_3	France_Thais_4	France_Thais_5	France_Thais_6	France_Thais_7	France_Thais_8	France_Thais_9	France_Thais_10	France_Thais_11	France_Thais_12	France_Thais_13	France_Thais_sum
enfants_NOM_enfant	1.0	5.0	2.0	4.0	3.0	0.0	1.0	2.0	2.0	1.0	4.0	2.0	1.0	0.0	28.0
vivre_VER:infi_vivre	2.0	7.0	0.0	2.0	5.0	2.0	4.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	28.0
viens_VER:pres_venir	1.0	1.0	1.0	5.0	3.0	10.0	2.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	28.0
chair_NOM_chair	4.0	1.0	3.0	1.0	1.0	2.0	0.0	4.0	1.0	2.0	2.0	4.0	3.0	0.0	28.0
Antoine_NAM_antoine	6.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	3.0	10.0	0.0	28.0
joie_NOM_joie	3.0	1.0	0.0	2.0	2.0	3.0	3.0	1.0	5.0	4.0	0.0	1.0	3.0	0.0	28.0
bon_ADJ_bon	1.0	1.0	1.0	11.0	2.0	2.0	1.0	3.0	0.0	0.0	3.0	1.0	2.0	0.0	28.0
dire_VER:infi_dire	2.0	1.0	2.0	1.0	0.0	4.0	3.0	2.0	4.0	3.0	2.0	2.0	2.0	0.0	28.0
frère_NOM_frère	7.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	7.0	1.0	3.0	0.0	0.0	28.0
vrai_ADJ_vrai	2.0	1.0	2.0	0.0	1.0	2.0	3.0	7.0	2.0	1.0	2.0	2.0	3.0	0.0	28.0
peu_ADV_peu	3.0	4.0	1.0	1.0	2.0	0.0	3.0	2.0	5.0	3.0	0.0	0.0	3.0	0.0	27.0
bouche_NOM_bouche	3.0	0.0	1.0	0.0	2.0	1.0	4.0	2.0	3.0	0.0	5.0	5.0	1.0	0.0	27.0
lèvres_NOM_lèvre	2.0	1.0	1.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	0.0	0.0	4.0	0.0	27.0
porte_NOM_porte	2.0	5.0	0.0	5.0	5.0	1.0	0.0	3.0	2.0	2.0	0.0	1.0	1.0	0.0	27.0
mal_NOM_mal	1.0	1.0	2.0	0.0	1.0	2.0	1.0	12.0	0.0	1.0	5.0	0.0	1.0	0.0	27.0
tandis_KON_tandis	1.0	2.0	2.0	1.0	2.0	4.0	0.0	1.0	1.0	7.0	2.0	3.0	1.0	0.0	27.0
vue_NOM_vue	6.0	7.0	3.0	1.0	0.0	0.0	2.0	1.0	0.0	2.0	3.0	1.0	1.0	0.0	27.0
lit_NOM_lit	2.0	1.0	2.0	1.0	2.0	1.0	3.0	2.0	0.0	6.0	0.0	1.0	6.0	0.0	27.0
vérité_NOM_vérité	3.0	6.0	6.0	1.0	1.0	4.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0	0.0	27.0
non_ADV_non	1.0	2.0	1.0	1.0	2.0	3.0	4.0	3.0	1.0	3.0	2.0	3.0	0.0	0.0	26.0
vous_PRO:PER_vous	0.0	0.0	3.0	4.0	0.0	0.0	2.0	4.0	9.0	0.0	1.0	0.0	3.0	0.0	26.0
faire_VER:infi_faire	1.0	0.0	4.0	2.0	0.0	2.0	1.0	2.0	6.0	1.0	3.0	4.0	0.0	0.0	26.0
loin_ADV_loin	4.0	4.0	1.0	0.0	0.0	2.0	0.0	2.0	2.0	3.0	3.0	4.0	1.0	0.0	26.0
dit-il_NOM_dit-il	2.0	7.0	3.0	2.0	1.0	1.0	1.0	2.0	3.0	2.0	0.0	0.0	2.0	0.0	26.0
leur_PRO:PER_lui	1.0	1.0	2.0	2.0	1.0	0.0	3.0	4.0	4.0	0.0	6.0	1.0	1.0	0.0	26.0
autres_ADJ_autre	3.0	0.0	2.0	1.0	4.0	1.0	0.0	2.0	3.0	5.0	0.0	3.0	1.0	0.0	25.0
trois_NUM_trois	1.0	3.0	2.0	4.0	1.0	0.0	3.0	0.0	1.0	2.0	1.0	0.0	7.0	0.0	25.0
abbé_NOM_abbé	5.0	1.0	2.0	1.0	0.0	3.0	0.0	0.0	1.0	7.0	0.0	2.0	3.0	0.0	25.0
sais_VER:pres_savoir	0.0	2.0	2.0	0.0	2.0	2.0	2.0	3.0	3.0	2.0	3.0	2.0	2.0	0.0	25.0
esclaves_NOM_esclave	0.0	1.0	1.0	5.0	1.0	3.0	1.0	2.0	11.0	0.0	0.0	0.0	0.0	0.0	25.0
disait_VER:impf_dire	2.0	0.0	3.0	4.0	3.0	0.0	1.0	0.0	0.0	3.0	2.0	2.0	5.0	0.0	25.0
déjà_ADV_déjà	1.0	1.0	3.0	2.0	0.0	3.0	3.0	2.0	4.0	1.0	0.0	2.0	3.0	0.0	25.0
pensée_NOM_pensée	4.0	0.0	3.0	0.0	2.0	2.0	0.0	6.0	2.0	0.0	1.0	2.0	2.0	0.0	24.0
tant_ADV_tant	1.0	0.0	1.0	3.0	6.0	3.0	2.0	1.0	4.0	2.0	0.0	0.0	1.0	0.0	24.0
cet_PRO:DEM_ce	0.0	3.0	2.0	1.0	0.0	1.0	4.0	1.0	3.0	2.0	4.0	0.0	3.0	0.0	24.0
paix_NOM_paix	3.0	3.0	1.0	2.0	1.0	1.0	1.0	3.0	0.0	3.0	2.0	1.0	3.0	0.0	24.0
place_NOM_place	0.0	0.0	3.0	1.0	1.0	1.0	3.0	4.0	6.0	2.0	0.0	3.0	0.0	0.0	24.0
regard_NOM_regard	1.0	2.0	2.0	2.0	1.0	2.0	2.0	3.0	2.0	1.0	1.0	1.0	3.0	0.0	23.0
Ses_DET:POS_son	3.0	0.0	0.0	3.0	1.0	2.0	1.0	0.0	1.0	5.0	0.0	1.0	6.0	0.0	23.0
poitrine_NOM_poitrine	3.0	2.0	0.0	3.0	0.0	1.0	0.0	3.0	0.0	2.0	4.0	2.0	3.0	0.0	23.0
fleurs_NOM_fleur	2.0	3.0	2.0	0.0	3.0	2.0	0.0	0.0	1.0	3.0	1.0	2.0	4.0	0.0	23.0
colonne_NOM_colonne	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	16.0	4.0	1.0	0.0	23.0
sens_NOM_sens	2.0	2.0	1.0	2.0	2.0	0.0	1.0	1.0	1.0	3.0	2.0	1.0	5.0	0.0	23.0
vieux_ADJ_vieux	1.0	0.0	2.0	4.0	0.0	4.0	0.0	2.0	4.0	0.0	4.0	2.0	0.0	0.0	23.0
contre_PRP_contre	1.0	3.0	1.0	0.0	2.0	2.0	2.0	0.0	4.0	2.0	3.0	1.0	2.0	0.0	23.0
démons_NOM_démon	5.0	1.0	3.0	2.0	0.0	1.0	1.0	2.0	0.0	2.0	0.0	5.0	1.0	0.0	23.0
gloire_NOM_gloire	1.0	3.0	0.0	1.0	3.0	3.0	1.0	0.0	1.0	2.0	1.0	5.0	2.0	0.0	23.0
signe_NOM_signe	3.0	2.0	0.0	2.0	0.0	1.0	1.0	3.0	1.0	1.0	3.0	0.0	6.0	0.0	23.0
tombeau_NOM_tombeau	1.0	0.0	2.0	5.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	0.0	23.0
soit_KON_soit	4.0	2.0	0.0	2.0	4.0	1.0	0.0	2.0	2.0	4.0	0.0	0.0	1.0	1.0	23.0
heure_NOM_heure	1.0	1.0	1.0	1.0	1.0	2.0	1.0	5.0	3.0	3.0	2.0	0.0	1.0	0.0	22.0
fille_NOM_fille	0.0	0.0	3.0	6.0	2.0	0.0	0.0	4.0	1.0	3.0	2.0	1.0	0.0	0.0	22.0
Ahmès_NAM_ahmès	0.0	0.0	0.0	19.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0
Une_DET:ART_un	1.0	2.0	2.0	2.0	3.0	2.0	0.0	1.0	1.0	1.0	2.0	3.0	2.0	0.0	22.0
foi_NOM_foi	3.0	2.0	0.0	2.0	1.0	1.0	2.0	0.0	1.0	1.0	3.0	3.0	3.0	0.0	22.0
vieillard_NOM_vieillard	3.0	9.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	1.0	0.0	2.0	0.0	22.0
depuis_PRP_depuis	4.0	2.0	0.0	3.0	1.0	1.0	3.0	0.0	1.0	3.0	2.0	0.0	2.0	0.0	22.0
..._PUN_...	0.0	0.0	3.0	0.0	3.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	10.0	0.0	22.0
Des_PRP:det_du	2.0	1.0	2.0	0.0	3.0	0.0	1.0	0.0	2.0	0.0	11.0	0.0	0.0	0.0	22.0
pierre_NOM_pierre	2.0	4.0	0.0	1.0	3.0	1.0	0.0	1.0	0.0	1.0	4.0	5.0	0.0	0.0	22.0
nom_NOM_nom	4.0	1.0	0.0	0.0	2.0	3.0	0.0	3.0	2.0	1.0	2.0	3.0	1.0	0.0	22.0
-là_ADV_là	4.0	0.0	2.0	4.0	1.0	3.0	2.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	22.0
chrétiens_NOM_chrétien	1.0	0.0	1.0	6.0	3.0	1.0	6.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	22.0
peut_VER:pres_pouvoir	1.0	0.0	4.0	0.0	0.0	1.0	5.0	4.0	1.0	2.0	2.0	2.0	0.0	0.0	22.0
milieu_NOM_milieu	1.0	1.0	3.0	3.0	4.0	0.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	0.0	22.0
autour_ADV_autour	2.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	0.0	21.0
venait_VER:impf_venir	4.0	1.0	4.0	0.0	2.0	1.0	1.0	1.0	3.0	3.0	1.0	0.0	0.0	0.0	21.0
Mon_DET:POS_mon	0.0	11.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	21.0
sera_VER:futu_être	0.0	0.0	1.0	2.0	0.0	1.0	4.0	5.0	5.0	1.0	0.0	1.0	1.0	0.0	21.0
petite_ADJ_petit	0.0	1.0	1.0	8.0	2.0	2.0	1.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	21.0
dit_VER:pper_dire	1.0	1.0	3.0	2.0	0.0	3.0	2.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0	21.0
près_ADV_près	2.0	0.0	1.0	2.0	0.0	2.0	1.0	2.0	0.0	5.0	0.0	2.0	4.0	0.0	21.0
bientôt_ADV_bientôt	0.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	3.0	4.0	3.0	0.0	0.0	0.0	21.0
-toi_PRO:PER_toi	0.0	1.0	1.0	0.0	0.0	5.0	1.0	4.0	3.0	0.0	1.0	2.0	3.0	0.0	21.0
même_ADV_même	2.0	1.0	2.0	0.0	3.0	0.0	4.0	1.0	1.0	2.0	0.0	2.0	3.0	0.0	21.0
air_NOM_air	2.0	2.0	0.0	3.0	2.0	2.0	3.0	2.0	1.0	1.0	2.0	0.0	1.0	0.0	21.0
Ô_INT_ô	1.0	2.0	3.0	0.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	7.0	0.0	20.0
crois_VER:pres_croire	0.0	1.0	1.0	1.0	0.0	3.0	3.0	1.0	3.0	1.0	0.0	6.0	0.0	0.0	20.0
tunique_NOM_tunique	0.0	1.0	6.0	2.0	3.0	2.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	20.0
va_VER:pres_aller	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	1.0	1.0	12.0	0.0	20.0
très_ADV_très	3.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	4.0	2.0	4.0	1.0	0.0	20.0
coup_NOM_coup	0.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	4.0	0.0	20.0
cellule_NOM_cellule	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	9.0	1.0	0.0	1.0	0.0	20.0
vint_VER:simp_venir	1.0	1.0	1.0	2.0	5.0	1.0	0.0	1.0	1.0	2.0	4.0	1.0	0.0	0.0	20.0
Que_KON_que	1.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	2.0	5.0	3.0	0.0	20.0
jeunes_ADJ_jeune	2.0	1.0	0.0	2.0	4.0	1.0	0.0	1.0	3.0	1.0	3.0	0.0	2.0	0.0	20.0
anges_NOM_ange	3.0	0.0	2.0	5.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	2.0	0.0	20.0
voyait_VER:impf_voir	1.0	2.0	2.0	3.0	7.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	20.0
serait_VER:cond_être	2.0	2.0	1.0	0.0	1.0	1.0	2.0	3.0	3.0	1.0	1.0	2.0	1.0	0.0	20.0
aimait_VER:impf_aimer	1.0	1.0	1.0	3.0	6.0	0.0	1.0	0.0	3.0	0.0	3.0	0.0	1.0	0.0	20.0
cela_PRO:DEM_cela	0.0	1.0	3.0	0.0	1.0	1.0	1.0	2.0	3.0	0.0	3.0	2.0	3.0	0.0	20.0
ami_NOM_ami	1.0	5.0	2.0	2.0	1.0	0.0	1.0	1.0	2.0	3.0	0.0	1.0	1.0	0.0	20.0
parlait_VER:impf_parler	1.0	2.0	1.0	3.0	1.0	3.0	0.0	1.0	2.0	2.0	1.0	2.0	1.0	0.0	20.0
vois_VER:pres_voir	0.0	1.0	1.0	0.0	0.0	3.0	2.0	1.0	0.0	2.0	2.0	2.0	6.0	0.0	20.0
esclave_NOM_esclave	0.0	2.0	1.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
même_ADJ_même	2.0	1.0	4.0	0.0	2.0	2.0	1.0	1.0	4.0	1.0	0.0	0.0	1.0	0.0	19.0
blanche_ADJ_blanc	0.0	2.0	2.0	3.0	2.0	0.0	1.0	4.0	0.0	2.0	0.0	1.0	2.0	0.0	19.0
dis_VER:pres_dire	0.0	3.0	1.0	0.0	0.0	2.0	3.0	4.0	2.0	1.0	1.0	0.0	2.0	0.0	19.0
petit_ADJ_petit	2.0	0.0	0.0	2.0	2.0	3.0	1.0	1.0	5.0	2.0	1.0	0.0	0.0	0.0	19.0
mère_NOM_mère	0.0	1.0	2.0	6.0	4.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	19.0
Cotta_NAM_cotta	0.0	0.0	0.0	0.0	0.0	4.0	2.0	3.0	0.0	0.0	9.0	1.0	0.0	0.0	19.0
fais_VER:pres_faire	1.0	2.0	0.0	0.0	0.0	8.0	1.0	1.0	1.0	0.0	3.0	0.0	2.0	0.0	19.0
celle_PRO:DEM_celui	1.0	1.0	2.0	1.0	1.0	2.0	4.0	0.0	2.0	2.0	0.0	2.0	1.0	0.0	19.0
matin_NOM_matin	5.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	3.0	2.0	2.0	2.0	0.0	19.0
semblait_VER:impf_sembler	1.0	1.0	4.0	1.0	5.0	1.0	0.0	0.0	2.0	0.0	3.0	0.0	1.0	0.0	19.0
mieux_ADV_mieux	2.0	0.0	0.0	1.0	3.0	1.0	4.0	3.0	2.0	0.0	1.0	2.0	0.0	0.0	19.0
sang_NOM_sang	0.0	0.0	1.0	2.0	1.0	1.0	2.0	3.0	1.0	5.0	1.0	0.0	1.0	0.0	18.0
jeune_ADJ_jeune	2.0	0.0	1.0	0.0	2.0	3.0	2.0	1.0	3.0	1.0	2.0	1.0	0.0	0.0	18.0
moines_NOM_moine	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	1.0	6.0	0.0	18.0
nos_DET:POS_notre	4.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	4.0	2.0	0.0	0.0	2.0	0.0	18.0
après_PRP_après	2.0	2.0	0.0	0.0	2.0	1.0	0.0	2.0	1.0	0.0	3.0	2.0	3.0	0.0	18.0
Nous_PRO:PER_nous	0.0	4.0	1.0	0.0	3.0	0.0	4.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	18.0
une_NUM_un	4.0	0.0	3.0	1.0	0.0	0.0	0.0	3.0	1.0	2.0	2.0	1.0	1.0	0.0	18.0
ici_ADV_ici	1.0	1.0	0.0	2.0	0.0	4.0	2.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	18.0
aime_VER:pres_aimer	0.0	1.0	0.0	0.0	2.0	6.0	1.0	4.0	0.0	0.0	0.0	1.0	3.0	0.0	18.0
ans_NOM_an	3.0	2.0	1.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	18.0
regards_NOM_regard	0.0	0.0	2.0	2.0	2.0	4.0	1.0	2.0	2.0	0.0	0.0	1.0	2.0	0.0	18.0
eau_NOM_eau	0.0	2.0	0.0	3.0	2.0	0.0	2.0	1.0	0.0	3.0	3.0	1.0	1.0	0.0	18.0
nature_NOM_nature	2.0	3.0	2.0	0.0	0.0	2.0	1.0	1.0	3.0	0.0	0.0	2.0	2.0	0.0	18.0
Ne_ADV_ne	0.0	2.0	0.0	1.0	2.0	6.0	2.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	18.0
Car_KON_car	2.0	2.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	2.0	3.0	1.0	2.0	0.0	18.0
vertu_NOM_vertu	4.0	0.0	0.0	0.0	0.0	3.0	5.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	18.0
vin_NOM_vin	0.0	0.0	0.0	2.0	2.0	0.0	3.0	5.0	0.0	1.0	3.0	0.0	1.0	0.0	17.0
Comme_KON_comme	2.0	1.0	4.0	1.0	3.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	17.0
chaque_PRO:IND_chaque	1.0	3.0	0.0	2.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	2.0	2.0	0.0	17.0
allait_VER:impf_aller	3.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	3.0	2.0	0.0	17.0
siècle_NOM_siècle	6.0	3.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	17.0
cheveux_NOM_cheveu	0.0	1.0	4.0	0.0	3.0	2.0	0.0	0.0	2.0	3.0	0.0	2.0	0.0	0.0	17.0
grands_ADJ_grand	0.0	2.0	0.0	2.0	4.0	0.0	1.0	0.0	4.0	1.0	1.0	1.0	1.0	0.0	17.0
soleil_NOM_soleil	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	3.0	2.0	0.0	17.0
selon_PRP_selon	6.0	3.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	17.0
eut_VER:simp_avoir	1.0	0.0	1.0	2.0	0.0	1.0	1.0	2.0	0.0	1.0	3.0	5.0	0.0	0.0	17.0
vient_VER:pres_venir	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	8.0	1.0	3.0	0.0	0.0	17.0
âmes_NOM_âme	2.0	1.0	5.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	17.0
épouvante_NOM_épouvante	2.0	0.0	0.0	1.0	3.0	2.0	2.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	17.0
divine_ADJ_divin	0.0	0.0	3.0	0.0	2.0	2.0	2.0	3.0	2.0	0.0	1.0	0.0	2.0	0.0	17.0
Si_KON_si	1.0	2.0	2.0	0.0	0.0	2.0	3.0	2.0	1.0	1.0	1.0	0.0	2.0	0.0	17.0
Au_PRP:det_au	1.0	3.0	0.0	1.0	3.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	16.0
peuple_NOM_peuple	2.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	0.0	0.0	4.0	2.0	2.0	0.0	16.0
pris_VER:pper_prendre	4.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	3.0	3.0	1.0	0.0	16.0
pourtant_ADV_pourtant	1.0	1.0	1.0	0.0	2.0	0.0	2.0	1.0	2.0	1.0	1.0	3.0	1.0	0.0	16.0
Or_NOM_or	2.0	1.0	2.0	1.0	1.0	0.0	3.0	1.0	1.0	0.0	0.0	4.0	0.0	0.0	16.0
image_NOM_image	3.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	2.0	1.0	1.0	0.0	16.0
feu_NOM_feu	2.0	1.0	2.0	2.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	16.0
soit_VER:subp_être	1.0	1.0	2.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	1.0	5.0	0.0	0.0	16.0
demanda_VER:simp_demander	0.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	2.0	1.0	0.0	16.0
étais_VER:impf_être	0.0	1.0	1.0	0.0	1.0	5.0	0.0	1.0	1.0	2.0	1.0	0.0	3.0	0.0	16.0
parler_VER:infi_parler	0.0	2.0	3.0	2.0	0.0	6.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	16.0
larmes_NOM_larme	5.0	1.0	0.0	2.0	3.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
soir_NOM_soir	2.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	1.0	2.0	1.0	3.0	1.0	0.0	16.0
eaux_NOM_eau	2.0	1.0	1.0	2.0	1.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	16.0
trop_ADV_trop	1.0	0.0	0.0	0.0	1.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	0.0	16.0
pour_KON_pour	1.0	0.0	0.0	0.0	1.0	1.0	1.0	4.0	0.0	2.0	3.0	1.0	2.0	0.0	16.0
foule_NOM_foule	0.0	0.0	3.0	2.0	2.0	0.0	1.0	0.0	3.0	1.0	3.0	1.0	0.0	0.0	16.0
-ce_PRO:DEM_ce	0.0	0.0	0.0	0.0	0.0	5.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	16.0
péché_NOM_péché	7.0	3.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	16.0
tel_PRO:DEM_tel	1.0	0.0	3.0	1.0	0.0	1.0	3.0	2.0	0.0	2.0	1.0	0.0	2.0	0.0	16.0
coutume_NOM_coutume	3.0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	16.0
celui_PRO:DEM_celui	1.0	1.0	1.0	0.0	1.0	3.0	3.0	0.0	0.0	2.0	0.0	1.0	3.0	0.0	16.0
faisait_VER:impf_faire	2.0	1.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	3.0	2.0	1.0	0.0	16.0
au-dessus_ADV_au-dessus	1.0	1.0	1.0	1.0	2.0	0.0	3.0	3.0	0.0	0.0	3.0	1.0	0.0	0.0	16.0
cesse_NOM_cesse	2.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	4.0	0.0	15.0
désir_NOM_désir	1.0	0.0	1.0	0.0	2.0	2.0	0.0	3.0	0.0	0.0	3.0	2.0	1.0	0.0	15.0
semblable_ADJ_semblable	1.0	1.0	4.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0	2.0	0.0	1.0	0.0	15.0
Cependant_ADV_cependant	1.0	3.0	1.0	2.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	15.0
disciples_NOM_disciple	6.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	15.0
Cette_PRO:DEM_ce	2.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	2.0	0.0	3.0	1.0	1.0	0.0	15.0
fond_NOM_fond	1.0	2.0	1.0	0.0	2.0	3.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	0.0	15.0
seuil_NOM_seuil	3.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	3.0	0.0	2.0	1.0	0.0	15.0
argent_NOM_argent	2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	15.0
donne_VER:pres_donner	2.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	2.0	1.0	0.0	15.0
nouveau_ADJ_nouveau	2.0	1.0	2.0	0.0	0.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	15.0
bêtes_NOM_bête	3.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	2.0	0.0	15.0
N'_ADV_ne	2.0	1.0	0.0	1.0	0.0	6.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	15.0
sorte_NOM_sorte	3.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	2.0	1.0	2.0	0.0	15.0
petits_ADJ_petit	1.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	2.0	3.0	3.0	0.0	0.0	0.0	15.0
Son_DET:POS_son	2.0	1.0	0.0	3.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	2.0	2.0	0.0	15.0
-je_PRO:PER_je	0.0	3.0	1.0	0.0	1.0	2.0	0.0	0.0	2.0	3.0	1.0	1.0	1.0	0.0	15.0
chose_NOM_chose	1.0	1.0	1.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	3.0	0.0	3.0	0.0	15.0
moment_NOM_moment	0.0	1.0	0.0	0.0	0.0	2.0	2.0	1.0	2.0	1.0	3.0	2.0	1.0	0.0	15.0
Tout_ADV_tout	0.0	1.0	0.0	1.0	2.0	1.0	0.0	3.0	0.0	1.0	2.0	2.0	2.0	0.0	15.0
genoux_NOM_genou	0.0	2.0	0.0	3.0	2.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	15.0
silence_NOM_silence	0.0	1.0	2.0	0.0	1.0	1.0	2.0	2.0	2.0	0.0	1.0	1.0	2.0	0.0	15.0
travaux_NOM_travail	0.0	2.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	4.0	1.0	2.0	2.0	0.0	15.0
En_PRP_en	4.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	15.0
doux_ADJ_doux	0.0	2.0	2.0	4.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	15.0
pied_NOM_pied	2.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	3.0	2.0	3.0	0.0	0.0	15.0
mit_VER:simp_mettre	2.0	2.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	2.0	3.0	0.0	1.0	0.0	15.0
seulement_ADV_seulement	2.0	1.0	0.0	1.0	0.0	2.0	2.0	0.0	2.0	0.0	3.0	1.0	1.0	0.0	15.0
bord_NOM_bord	2.0	3.0	1.0	1.0	0.0	3.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	15.0
croix_NOM_croix	3.0	2.0	1.0	5.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	15.0
barbe_NOM_barbe	0.0	2.0	2.0	1.0	1.0	2.0	1.0	0.0	3.0	0.0	1.0	1.0	1.0	0.0	15.0
flûte_NOM_flûte	0.0	4.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	5.0	0.0	15.0
mauvais_ADJ_mauvais	1.0	1.0	2.0	2.0	3.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	15.0
