	Ponson_Breda_0	Ponson_Breda_1	Ponson_Breda_2	Ponson_Breda_3	Ponson_Breda_4	Ponson_Breda_5	Ponson_Breda_6	Ponson_Breda_7	Ponson_Breda_8	Ponson_Breda_9	Ponson_Breda_10	Ponson_Breda_11	Ponson_Breda_12	Ponson_Breda_13	Ponson_Breda_sum
nom_NOM_nom	7.0	2.0	2.0	1.0	4.0	6.0	2.0	3.0	2.0	4.0	1.0	2.0	5.0	2.0	43.0
disait_VER:impf_dire	2.0	4.0	4.0	3.0	2.0	4.0	3.0	6.0	4.0	1.0	2.0	3.0	3.0	2.0	43.0
là_ADV_là	5.0	1.0	0.0	2.0	5.0	3.0	1.0	3.0	5.0	4.0	5.0	5.0	1.0	2.0	42.0
matin_NOM_matin	1.0	4.0	4.0	7.0	0.0	5.0	2.0	2.0	3.0	2.0	3.0	4.0	3.0	2.0	42.0
trois_NUM_trois	7.0	3.0	6.0	4.0	2.0	4.0	4.0	3.0	3.0	1.0	1.0	2.0	2.0	0.0	42.0
tout_PRO:IND_tout	6.0	5.0	2.0	1.0	1.0	2.0	2.0	6.0	2.0	2.0	2.0	3.0	6.0	2.0	42.0
as_VER:pres_avoir	1.0	4.0	0.0	4.0	1.0	4.0	1.0	4.0	4.0	4.0	0.0	3.0	5.0	6.0	41.0
jeune_ADJ_jeune	8.0	3.0	2.0	1.0	2.0	6.0	2.0	3.0	5.0	2.0	2.0	2.0	3.0	0.0	41.0
Un_DET:ART_un	2.0	1.0	5.0	1.0	3.0	4.0	3.0	1.0	5.0	2.0	6.0	2.0	5.0	1.0	41.0
grand_ADJ_grand	1.0	6.0	3.0	3.0	2.0	6.0	5.0	4.0	3.0	2.0	0.0	2.0	2.0	1.0	40.0
quand_KON_quand	4.0	3.0	3.0	3.0	7.0	4.0	0.0	3.0	4.0	1.0	3.0	2.0	2.0	1.0	40.0
-ce_PRO:DEM_ce	2.0	0.0	0.0	4.0	1.0	5.0	0.0	6.0	5.0	3.0	3.0	4.0	7.0	0.0	40.0
ont_VER:pres_avoir	0.0	3.0	2.0	1.0	3.0	1.0	15.0	0.0	3.0	2.0	2.0	2.0	4.0	2.0	40.0
Paul_NAM_paul	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	8.0	26.0	1.0	0.0	0.0	39.0
madame_NOM_madame	1.0	3.0	1.0	11.0	0.0	4.0	3.0	4.0	2.0	5.0	2.0	0.0	2.0	1.0	39.0
toute_PRO:IND_tout	4.0	3.0	2.0	2.0	3.0	2.0	1.0	3.0	4.0	0.0	1.0	3.0	7.0	4.0	39.0
dit_VER:pper_dire	3.0	4.0	2.0	1.0	4.0	0.0	4.0	4.0	4.0	6.0	2.0	1.0	3.0	0.0	38.0
bien_ADJ_bien	0.0	3.0	4.0	4.0	2.0	1.0	0.0	2.0	4.0	5.0	6.0	5.0	1.0	1.0	38.0
les_PRO:PER_la|le	3.0	7.0	3.0	3.0	4.0	2.0	5.0	1.0	1.0	0.0	3.0	2.0	2.0	2.0	38.0
fille_NOM_fille	5.0	4.0	0.0	3.0	4.0	6.0	2.0	6.0	2.0	1.0	1.0	2.0	2.0	0.0	38.0
Gantois_NAM_gantois	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	26.0	1.0	0.0	0.0	37.0
Benjamin_NAM_benjamin	1.0	0.0	0.0	0.0	12.0	11.0	2.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	37.0
devant_PRP_devant	2.0	2.0	3.0	0.0	3.0	3.0	0.0	3.0	2.0	2.0	7.0	4.0	5.0	1.0	37.0
quelque_PRO:IND_quelque	5.0	3.0	2.0	3.0	4.0	2.0	5.0	0.0	4.0	3.0	4.0	0.0	1.0	1.0	37.0
chose_NOM_chose	4.0	3.0	3.0	2.0	3.0	1.0	5.0	2.0	3.0	5.0	4.0	1.0	0.0	1.0	37.0
voiture_NOM_voiture	0.0	2.0	1.0	0.0	2.0	5.0	0.0	9.0	4.0	1.0	4.0	3.0	5.0	0.0	36.0
belle_ADJ_beau	2.0	1.0	5.0	0.0	4.0	4.0	5.0	0.0	5.0	3.0	3.0	1.0	2.0	1.0	36.0
fait_VER:pres_faire	2.0	0.0	2.0	6.0	0.0	1.0	4.0	4.0	5.0	3.0	0.0	4.0	3.0	1.0	35.0
avoir_VER:infi_avoir	2.0	4.0	1.0	1.0	5.0	2.0	1.0	1.0	3.0	2.0	5.0	1.0	7.0	0.0	35.0
monsieur_NOM_monsieur	0.0	0.0	1.0	0.0	4.0	5.0	1.0	7.0	6.0	3.0	3.0	2.0	2.0	1.0	35.0
depuis_PRP_depuis	2.0	3.0	4.0	1.0	2.0	7.0	4.0	2.0	0.0	3.0	1.0	4.0	2.0	0.0	35.0
nuit_NOM_nuit	1.0	2.0	6.0	2.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	2.0	4.0	6.0	35.0
reprit_VER:simp_reprendre	3.0	7.0	2.0	2.0	5.0	1.0	2.0	2.0	4.0	4.0	1.0	2.0	0.0	0.0	35.0
J'_NAM_j'	4.0	3.0	5.0	2.0	1.0	2.0	2.0	1.0	1.0	3.0	1.0	3.0	4.0	3.0	35.0
chambre_NOM_chambre	1.0	2.0	2.0	0.0	1.0	5.0	0.0	0.0	2.0	3.0	4.0	2.0	10.0	3.0	35.0
sous_PRP_sous	1.0	1.0	2.0	0.0	1.0	2.0	5.0	5.0	2.0	3.0	3.0	2.0	7.0	0.0	34.0
fort_ADV_fort	2.0	3.0	4.0	0.0	1.0	1.0	4.0	1.0	1.0	5.0	6.0	4.0	2.0	0.0	34.0
temps_NOM_temps	3.0	0.0	4.0	0.0	0.0	2.0	6.0	1.0	3.0	2.0	6.0	3.0	4.0	0.0	34.0
Eh_NOM_eh	0.0	2.0	4.0	4.0	2.0	1.0	0.0	2.0	3.0	4.0	5.0	5.0	1.0	1.0	34.0
Mais_NAM_mais	3.0	0.0	2.0	3.0	3.0	1.0	3.0	5.0	0.0	4.0	5.0	1.0	2.0	2.0	34.0
J'_PRO:PER_je	1.0	7.0	4.0	2.0	1.0	0.0	3.0	2.0	4.0	5.0	0.0	2.0	2.0	1.0	34.0
été_VER:pper_être	5.0	0.0	3.0	1.0	4.0	3.0	1.0	5.0	3.0	2.0	1.0	4.0	0.0	2.0	34.0
tête_NOM_tête	5.0	2.0	6.0	2.0	2.0	2.0	3.0	1.0	2.0	1.0	1.0	1.0	4.0	2.0	34.0
rôle_NOM_rôle	2.0	0.0	1.0	10.0	1.0	0.0	6.0	3.0	4.0	1.0	0.0	2.0	2.0	2.0	34.0
huit_NUM_huit	6.0	2.0	6.0	2.0	3.0	2.0	3.0	2.0	2.0	1.0	1.0	0.0	2.0	2.0	34.0
puis_ADV_puis	3.0	2.0	1.0	4.0	1.0	1.0	6.0	3.0	2.0	3.0	0.0	1.0	3.0	4.0	34.0
pour_KON_pour	4.0	2.0	2.0	0.0	4.0	5.0	4.0	2.0	4.0	2.0	1.0	2.0	1.0	1.0	34.0
point_ADV_point	4.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	8.0	0.0	2.0	0.0	3.0	5.0	33.0
Il_NAM_il	0.0	3.0	4.0	1.0	4.0	3.0	1.0	4.0	0.0	3.0	3.0	3.0	3.0	1.0	33.0
On_PRO:PER_on	3.0	0.0	3.0	2.0	4.0	3.0	3.0	2.0	1.0	3.0	7.0	0.0	2.0	0.0	33.0
cent_NUM_cent	6.0	3.0	2.0	3.0	3.0	2.0	3.0	2.0	0.0	0.0	6.0	1.0	1.0	1.0	33.0
pianiste_NOM_pianiste	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	8.0	3.0	4.0	3.0	0.0	0.0	33.0
eu_VER:pper_avoir	4.0	3.0	7.0	0.0	2.0	1.0	4.0	1.0	2.0	3.0	5.0	0.0	1.0	0.0	33.0
fois_NOM_fois	3.0	0.0	1.0	0.0	1.0	4.0	1.0	4.0	1.0	3.0	1.0	2.0	8.0	3.0	32.0
toutes_PRO:IND_tout	4.0	2.0	1.0	4.0	3.0	1.0	4.0	2.0	1.0	1.0	3.0	5.0	0.0	1.0	32.0
crois_VER:pres_croire	2.0	2.0	1.0	2.0	1.0	1.0	2.0	0.0	3.0	2.0	3.0	7.0	3.0	3.0	32.0
es_VER:pres_être	0.0	2.0	0.0	7.0	2.0	5.0	1.0	5.0	1.0	3.0	0.0	2.0	1.0	3.0	32.0
coupé_NOM_coupé	0.0	2.0	1.0	0.0	3.0	4.0	0.0	2.0	2.0	0.0	16.0	2.0	0.0	0.0	32.0
alla_VER:simp_aller	0.0	1.0	1.0	1.0	2.0	3.0	2.0	8.0	3.0	1.0	3.0	3.0	2.0	2.0	32.0
toi_PRO:PER_toi	1.0	5.0	0.0	10.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	5.0	0.0	1.0	32.0
Si_KON_si	1.0	8.0	4.0	5.0	3.0	0.0	2.0	1.0	0.0	3.0	2.0	2.0	1.0	0.0	32.0
hommes_NOM_homme	4.0	0.0	2.0	3.0	8.0	2.0	3.0	2.0	1.0	1.0	0.0	1.0	3.0	2.0	32.0
beaucoup_ADV_beaucoup	4.0	3.0	0.0	2.0	2.0	0.0	7.0	3.0	4.0	2.0	0.0	3.0	2.0	0.0	32.0
M_NOM_m	0.0	1.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	12.0	3.0	3.0	1.0	31.0
mit_VER:simp_mettre	0.0	6.0	1.0	2.0	2.0	5.0	0.0	0.0	0.0	2.0	4.0	5.0	3.0	1.0	31.0
vie_NOM_vie	3.0	3.0	6.0	2.0	2.0	1.0	2.0	1.0	2.0	0.0	1.0	3.0	3.0	2.0	31.0
vrai_ADJ_vrai	1.0	5.0	5.0	0.0	5.0	2.0	2.0	2.0	2.0	0.0	1.0	1.0	2.0	3.0	31.0
L'_DET:ART_le	3.0	3.0	1.0	2.0	2.0	4.0	3.0	2.0	3.0	2.0	2.0	0.0	4.0	0.0	31.0
rien_ADV_rien	5.0	4.0	2.0	1.0	4.0	2.0	3.0	1.0	5.0	3.0	0.0	0.0	0.0	1.0	31.0
six_NUM_six	5.0	4.0	2.0	4.0	2.0	2.0	1.0	0.0	3.0	0.0	4.0	1.0	3.0	0.0	31.0
notre_DET:POS_notre	4.0	7.0	4.0	4.0	4.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	3.0	0.0	31.0
Tu_NAM_tu	1.0	2.0	1.0	5.0	2.0	3.0	1.0	3.0	1.0	2.0	1.0	6.0	1.0	1.0	30.0
bonne_ADJ_bon	3.0	4.0	3.0	1.0	0.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	1.0	0.0	29.0
aller_VER:infi_aller	1.0	2.0	0.0	1.0	1.0	2.0	1.0	7.0	4.0	3.0	3.0	3.0	1.0	0.0	29.0
vais_VER:pres_aller	2.0	2.0	1.0	4.0	3.0	1.0	1.0	2.0	2.0	5.0	1.0	2.0	1.0	2.0	29.0
quelques_PRO:IND_quelque	3.0	2.0	6.0	2.0	3.0	3.0	2.0	0.0	2.0	2.0	1.0	1.0	0.0	2.0	29.0
Mortimer_NAM_mortimer	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	11.0	2.0	2.0	2.0	0.0	0.0	29.0
Comment_NAM_comment	1.0	6.0	1.0	7.0	1.0	0.0	1.0	5.0	5.0	2.0	0.0	0.0	0.0	0.0	29.0
messieurs_NOM_messieurs	0.0	2.0	1.0	2.0	13.0	4.0	0.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	28.0
cheval_NOM_cheval	1.0	3.0	1.0	4.0	4.0	3.0	2.0	2.0	3.0	0.0	4.0	0.0	0.0	0.0	27.0
petite_ADJ_petit	2.0	0.0	2.0	4.0	1.0	2.0	4.0	1.0	2.0	2.0	0.0	5.0	2.0	0.0	27.0
avant_PRP_avant	1.0	1.0	2.0	3.0	1.0	1.0	1.0	3.0	0.0	1.0	5.0	4.0	4.0	0.0	27.0
café_NOM_café	0.0	1.0	0.0	1.0	2.0	0.0	0.0	2.0	2.0	1.0	2.0	9.0	6.0	1.0	27.0
yeux_NOM_œil	1.0	3.0	3.0	1.0	0.0	2.0	1.0	2.0	3.0	4.0	0.0	2.0	4.0	1.0	27.0
demain_ADV_demain	0.0	1.0	2.0	2.0	1.0	2.0	1.0	4.0	2.0	5.0	2.0	2.0	2.0	0.0	26.0
Ce_PRO:DEM_ce	1.0	0.0	5.0	0.0	2.0	1.0	2.0	5.0	1.0	2.0	2.0	2.0	1.0	2.0	26.0
lendemain_NOM_lendemain	3.0	0.0	1.0	3.0	0.0	3.0	1.0	3.0	3.0	2.0	2.0	1.0	4.0	0.0	26.0
non_ADV_non	4.0	1.0	1.0	4.0	2.0	0.0	3.0	1.0	2.0	3.0	1.0	1.0	1.0	2.0	26.0
celui_PRO:DEM_celui	4.0	1.0	3.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	26.0
moins_ADV_moins	3.0	1.0	2.0	3.0	4.0	2.0	1.0	5.0	1.0	3.0	0.0	1.0	0.0	0.0	26.0
assez_ADV_assez	3.0	2.0	5.0	0.0	3.0	1.0	2.0	1.0	2.0	3.0	2.0	0.0	1.0	0.0	25.0
demanda_VER:simp_demander	1.0	4.0	1.0	5.0	1.0	1.0	1.0	2.0	0.0	2.0	0.0	2.0	4.0	1.0	25.0
jusqu'_PRP_jusque	2.0	0.0	1.0	3.0	1.0	3.0	0.0	2.0	2.0	0.0	4.0	3.0	3.0	1.0	25.0
chercher_VER:infi_chercher	1.0	3.0	0.0	1.0	1.0	0.0	4.0	4.0	2.0	3.0	1.0	2.0	1.0	2.0	25.0
vos_DET:POS_votre	2.0	3.0	5.0	0.0	5.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	1.0	1.0	25.0
sommes_VER:pres_sommer|être	2.0	4.0	3.0	4.0	4.0	1.0	1.0	1.0	0.0	1.0	3.0	0.0	1.0	0.0	25.0
eût_VER:subi_avoir	0.0	0.0	3.0	0.0	5.0	2.0	3.0	1.0	1.0	1.0	2.0	5.0	1.0	1.0	25.0
très_ADV_très	0.0	3.0	3.0	1.0	0.0	2.0	2.0	2.0	1.0	3.0	1.0	6.0	1.0	0.0	25.0
besoin_NOM_besoin	3.0	2.0	2.0	5.0	3.0	0.0	0.0	1.0	2.0	1.0	1.0	4.0	1.0	0.0	25.0
mot_NOM_mot	0.0	0.0	1.0	0.0	1.0	4.0	3.0	1.0	4.0	4.0	1.0	2.0	3.0	1.0	25.0
première_NUM_premier	3.0	1.0	1.0	0.0	1.0	1.0	2.0	2.0	2.0	3.0	1.0	2.0	5.0	1.0	25.0
capitaine_NOM_capitaine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23.0	0.0	0.0	0.0	24.0
un_NOM_un	0.0	4.0	0.0	4.0	1.0	1.0	1.0	0.0	3.0	2.0	1.0	2.0	5.0	0.0	24.0
cinq_NUM_cinq	3.0	0.0	3.0	4.0	0.0	0.0	3.0	3.0	1.0	2.0	2.0	2.0	1.0	0.0	24.0
va_VER:pres_aller	0.0	4.0	0.0	1.0	2.0	2.0	3.0	0.0	3.0	4.0	3.0	1.0	0.0	1.0	24.0
calme_ADJ_calme	1.0	1.0	0.0	1.0	2.0	3.0	2.0	1.0	6.0	4.0	0.0	2.0	0.0	1.0	24.0
ouvrit_VER:simp_ouvrir	0.0	0.0	3.0	2.0	1.0	3.0	1.0	3.0	0.0	1.0	2.0	3.0	3.0	2.0	24.0
leva_VER:simp_lever	0.0	4.0	1.0	0.0	2.0	4.0	0.0	3.0	2.0	0.0	2.0	3.0	2.0	1.0	24.0
moment_NOM_moment	0.0	2.0	4.0	1.0	1.0	2.0	2.0	1.0	2.0	3.0	3.0	1.0	2.0	0.0	24.0
leur_DET:POS_leur	1.0	1.0	2.0	2.0	2.0	4.0	6.0	1.0	3.0	1.0	0.0	0.0	1.0	0.0	24.0
Nous_PRO:PER_nous	4.0	3.0	6.0	2.0	2.0	1.0	0.0	2.0	0.0	2.0	1.0	1.0	0.0	0.0	24.0
Puis_ADV_puis	0.0	0.0	3.0	0.0	1.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	5.0	0.0	24.0
après_PRP_après	1.0	4.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	4.0	4.0	1.0	2.0	23.0
voix_NOM_voix	1.0	0.0	1.0	2.0	3.0	2.0	2.0	4.0	0.0	1.0	1.0	2.0	2.0	2.0	23.0
dernier_ADJ_dernier	1.0	4.0	2.0	3.0	1.0	1.0	0.0	4.0	0.0	0.0	4.0	2.0	0.0	1.0	23.0
mains_NOM_main	2.0	3.0	2.0	1.0	0.0	5.0	0.0	1.0	1.0	5.0	0.0	0.0	1.0	2.0	23.0
avais_VER:impf_avoir	0.0	2.0	3.0	0.0	2.0	2.0	2.0	1.0	3.0	5.0	1.0	0.0	1.0	1.0	23.0
prendre_VER:infi_prendre	3.0	0.0	3.0	2.0	2.0	3.0	0.0	3.0	2.0	0.0	1.0	0.0	3.0	1.0	23.0
S_VER:pper_s	0.0	0.0	0.0	2.0	2.0	11.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	4.0	23.0
sera_VER:futu_être	2.0	2.0	0.0	3.0	4.0	1.0	3.0	2.0	2.0	0.0	3.0	0.0	1.0	0.0	23.0
aussi_ADV_aussi	0.0	1.0	4.0	0.0	2.0	2.0	4.0	1.0	0.0	3.0	2.0	2.0	2.0	0.0	23.0
alors_ADV_alors	3.0	5.0	1.0	0.0	1.0	5.0	0.0	1.0	3.0	1.0	1.0	0.0	2.0	0.0	23.0
cet_PRO:DEM_ce	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	4.0	0.0	23.0
même_ADJ_même	1.0	0.0	1.0	0.0	2.0	1.0	5.0	2.0	1.0	2.0	3.0	2.0	2.0	0.0	22.0
vint_VER:simp_venir	2.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	4.0	3.0	3.0	2.0	0.0	1.0	22.0
faisait_VER:impf_faire	4.0	1.0	0.0	1.0	1.0	2.0	2.0	3.0	2.0	1.0	3.0	1.0	0.0	1.0	22.0
table_NOM_table	1.0	1.0	0.0	0.0	3.0	3.0	0.0	3.0	1.0	2.0	3.0	3.0	2.0	0.0	22.0
genoux_NOM_genou	1.0	2.0	1.0	2.0	2.0	3.0	0.0	2.0	2.0	3.0	1.0	0.0	0.0	3.0	22.0
jardin_NOM_jardin	1.0	1.0	5.0	0.0	0.0	1.0	1.0	3.0	1.0	0.0	1.0	0.0	6.0	2.0	22.0
entre_PRP_entre	5.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0	22.0
M_VER:pper_m	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	1.0	1.0	9.0	1.0	3.0	0.0	22.0
quatre_NUM_quatre	2.0	2.0	1.0	4.0	0.0	2.0	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	21.0
place_NOM_place	1.0	1.0	1.0	1.0	6.0	2.0	2.0	1.0	0.0	2.0	1.0	0.0	3.0	0.0	21.0
bras_NOM_bras	1.0	1.0	2.0	2.0	3.0	6.0	0.0	1.0	0.0	2.0	1.0	2.0	0.0	0.0	21.0
argent_NOM_argent	2.0	0.0	0.0	4.0	2.0	0.0	4.0	0.0	3.0	3.0	0.0	1.0	2.0	0.0	21.0
étais_VER:impf_être	3.0	5.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	5.0	0.0	1.0	0.0	1.0	21.0
mots_NOM_mot	1.0	2.0	0.0	1.0	2.0	2.0	3.0	0.0	1.0	4.0	1.0	0.0	3.0	1.0	21.0
leurs_DET:POS_leur	1.0	8.0	1.0	1.0	3.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	21.0
enfin_ADV_enfin	1.0	1.0	1.0	2.0	1.0	0.0	0.0	3.0	1.0	4.0	5.0	0.0	2.0	0.0	21.0
Henri_NAM_henri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	12.0	1.0	21.0
mer_NOM_mer	0.0	0.0	2.0	6.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	4.0	4.0	21.0
garçon_NOM_garçon	3.0	3.0	0.0	0.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	6.0	0.0	21.0
hôtel_NOM_hôtel	0.0	1.0	3.0	1.0	3.0	1.0	0.0	1.0	2.0	0.0	4.0	2.0	1.0	2.0	21.0
côté_NOM_côté	2.0	3.0	1.0	1.0	3.0	2.0	3.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	20.0
tuer_VER:infi_tuer	0.0	1.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	1.0	2.0	0.0	5.0	20.0
avaient_VER:impf_avoir	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	2.0	3.0	3.0	1.0	20.0
passa_VER:simp_passer	1.0	0.0	3.0	0.0	2.0	4.0	1.0	2.0	0.0	1.0	2.0	1.0	2.0	1.0	20.0
écria_VER:simp_écrier	0.0	0.0	2.0	0.0	3.0	1.0	1.0	0.0	2.0	2.0	2.0	2.0	2.0	3.0	20.0
trop_ADV_trop	3.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0	0.0	20.0
épée_NOM_épée	0.0	1.0	7.0	0.0	0.0	4.0	0.0	0.0	1.0	5.0	1.0	1.0	0.0	0.0	20.0
salle_NOM_salle	0.0	0.0	0.0	3.0	0.0	3.0	0.0	1.0	3.0	2.0	1.0	7.0	0.0	0.0	20.0
Alfred_NAM_alfred	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	6.0	0.0	4.0	3.0	0.0	0.0	20.0
pas_NOM_pas	0.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	2.0	4.0	3.0	4.0	1.0	0.0	20.0
cher_ADV_cher	1.0	3.0	3.0	3.0	1.0	0.0	0.0	0.0	4.0	1.0	2.0	1.0	1.0	0.0	20.0
beau_ADJ_beau	2.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	4.0	0.0	0.0	0.0	2.0	2.0	20.0
nos_DET:POS_notre	5.0	5.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	19.0
Marguerite_NAM_marguerite	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
avons_VER:pres_avoir	1.0	5.0	2.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	19.0
même_ADV_même	2.0	2.0	1.0	2.0	1.0	0.0	2.0	2.0	0.0	4.0	2.0	1.0	0.0	0.0	19.0
Marseille_NAM_marseille	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	10.0	5.0	19.0
cocher_NOM_cocher	1.0	1.0	1.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	6.0	0.0	2.0	0.0	19.0
air_NOM_air	1.0	1.0	0.0	1.0	2.0	2.0	0.0	3.0	1.0	0.0	5.0	1.0	2.0	0.0	19.0
vingt_NUM_vingt	1.0	2.0	1.0	2.0	1.0	0.0	3.0	0.0	1.0	0.0	4.0	3.0	1.0	0.0	19.0
directeur_NOM_directeur	0.0	0.0	0.0	2.0	0.0	0.0	2.0	9.0	4.0	0.0	1.0	0.0	1.0	0.0	19.0
Elle_NAM_elle	3.0	0.0	1.0	3.0	3.0	0.0	0.0	3.0	2.0	0.0	1.0	2.0	0.0	1.0	19.0
Alors_ADV_alors	0.0	0.0	1.0	0.0	1.0	3.0	2.0	1.0	0.0	0.0	2.0	6.0	1.0	2.0	19.0
voulez_VER:pres_vouloir	0.0	2.0	1.0	1.0	0.0	0.0	0.0	3.0	3.0	5.0	1.0	0.0	2.0	1.0	19.0
peut-être_ADV_peut-être	3.0	2.0	1.0	1.0	3.0	0.0	1.0	3.0	1.0	1.0	1.0	0.0	2.0	0.0	19.0
lèvres_NOM_lèvre	2.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	6.0	1.0	2.0	19.0
cher_ADJ_cher	1.0	0.0	0.0	2.0	1.0	5.0	1.0	0.0	2.0	1.0	2.0	3.0	1.0	0.0	19.0
talent_NOM_talent	1.0	1.0	0.0	3.0	1.0	2.0	6.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	19.0
donner_VER:infi_donner	0.0	3.0	0.0	3.0	1.0	1.0	4.0	1.0	2.0	1.0	2.0	1.0	0.0	0.0	19.0
histoire_NOM_histoire	7.0	1.0	2.0	0.0	1.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	18.0
raison_NOM_raison	1.0	4.0	0.0	2.0	3.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	1.0	1.0	18.0
partir_VER:infi_partir	0.0	2.0	5.0	2.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	3.0	1.0	0.0	18.0
chaque_PRO:IND_chaque	1.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	0.0	0.0	3.0	1.0	1.0	18.0
esprit_NOM_esprit	4.0	3.0	0.0	0.0	1.0	1.0	1.0	3.0	4.0	0.0	0.0	0.0	1.0	0.0	18.0
autres_ADJ_autre	2.0	2.0	2.0	1.0	3.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	18.0
ainsi_ADV_ainsi	1.0	1.0	2.0	1.0	4.0	0.0	0.0	2.0	2.0	2.0	2.0	1.0	0.0	0.0	18.0
tour_NOM_tour	0.0	5.0	0.0	0.0	1.0	5.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	2.0	18.0
murmura_VER:simp_murmurer	0.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	3.0	1.0	2.0	2.0	3.0	18.0
vers_PRP_vers	0.0	0.0	2.0	1.0	0.0	1.0	2.0	1.0	0.0	2.0	5.0	3.0	0.0	1.0	18.0
scène_NOM_scène	0.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	5.0	4.0	0.0	0.0	3.0	0.0	18.0
minutes_NOM_minute	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	0.0	1.0	2.0	2.0	0.0	1.0	18.0
joli_ADJ_joli	4.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	18.0
venir_VER:infi_venir	1.0	2.0	0.0	1.0	3.0	0.0	1.0	4.0	2.0	2.0	0.0	0.0	2.0	0.0	18.0
allait_VER:impf_aller	1.0	0.0	3.0	0.0	0.0	1.0	1.0	3.0	2.0	2.0	1.0	0.0	3.0	0.0	17.0
Ma_VER:simp_ma	3.0	0.0	1.0	3.0	1.0	1.0	0.0	1.0	1.0	4.0	1.0	0.0	0.0	1.0	17.0
mourir_VER:infi_mourir	0.0	3.0	6.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	17.0
peintre_NOM_peintre	2.0	3.0	3.0	4.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0
grands_ADJ_grand	4.0	4.0	2.0	2.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	17.0
bois_NOM_bois	3.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0	2.0	0.0	3.0	1.0	2.0	0.0	17.0
ton_DET:POS_ton	2.0	3.0	0.0	3.0	0.0	1.0	1.0	1.0	2.0	3.0	0.0	0.0	1.0	0.0	17.0
