	Verne_VingtMilleLieues_0	Verne_VingtMilleLieues_1	Verne_VingtMilleLieues_2	Verne_VingtMilleLieues_3	Verne_VingtMilleLieues_4	Verne_VingtMilleLieues_5	Verne_VingtMilleLieues_6	Verne_VingtMilleLieues_7	Verne_VingtMilleLieues_8	Verne_VingtMilleLieues_9	Verne_VingtMilleLieues_10	Verne_VingtMilleLieues_11	Verne_VingtMilleLieues_12	Verne_VingtMilleLieues_13	Verne_VingtMilleLieues_14	Verne_VingtMilleLieues_15	Verne_VingtMilleLieues_16	Verne_VingtMilleLieues_17	Verne_VingtMilleLieues_18	Verne_VingtMilleLieues_19	Verne_VingtMilleLieues_20	Verne_VingtMilleLieues_21	Verne_VingtMilleLieues_22	Verne_VingtMilleLieues_23	Verne_VingtMilleLieues_24	Verne_VingtMilleLieues_25	Verne_VingtMilleLieues_26	Verne_VingtMilleLieues_27	Verne_VingtMilleLieues_28	Verne_VingtMilleLieues_29	Verne_VingtMilleLieues_30	Verne_VingtMilleLieues_31	Verne_VingtMilleLieues_32	Verne_VingtMilleLieues_33	Verne_VingtMilleLieues_34	Verne_VingtMilleLieues_35	Verne_VingtMilleLieues_36	Verne_VingtMilleLieues_sum
a_VER:pres_avoir	12.0	2.0	4.0	4.0	5.0	14.0	14.0	10.0	14.0	5.0	4.0	10.0	6.0	8.0	7.0	6.0	7.0	10.0	13.0	9.0	12.0	4.0	4.0	5.0	6.0	12.0	5.0	6.0	9.0	6.0	8.0	3.0	12.0	6.0	10.0	4.0	8.0	284.0
ou_KON_ou	14.0	14.0	13.0	2.0	11.0	6.0	5.0	10.0	7.0	4.0	7.0	4.0	4.0	7.0	4.0	4.0	9.0	5.0	9.0	7.0	7.0	10.0	8.0	10.0	5.0	6.0	12.0	14.0	8.0	5.0	8.0	6.0	2.0	5.0	11.0	6.0	5.0	274.0
mon_DET:POS_mon	2.0	9.0	1.0	11.0	17.0	15.0	11.0	5.0	5.0	13.0	6.0	3.0	2.0	3.0	6.0	11.0	8.0	3.0	9.0	7.0	5.0	9.0	6.0	14.0	8.0	3.0	3.0	6.0	4.0	4.0	5.0	11.0	7.0	13.0	7.0	8.0	11.0	271.0
;_PUN_;	9.0	6.0	8.0	10.0	8.0	4.0	25.0	19.0	4.0	2.0	6.0	0.0	2.0	0.0	3.0	1.0	4.0	36.0	14.0	7.0	6.0	12.0	5.0	3.0	10.0	7.0	11.0	1.0	9.0	5.0	3.0	3.0	21.0	2.0	5.0	0.0	0.0	271.0
aux_PRP:det_au	11.0	6.0	8.0	3.0	5.0	5.0	8.0	3.0	12.0	7.0	10.0	12.0	5.0	7.0	5.0	9.0	6.0	8.0	13.0	5.0	7.0	1.0	11.0	7.0	10.0	7.0	11.0	1.0	2.0	10.0	5.0	10.0	13.0	6.0	7.0	4.0	5.0	265.0
sans_PRP_sans	7.0	9.0	5.0	8.0	11.0	9.0	7.0	2.0	4.0	12.0	6.0	4.0	2.0	9.0	14.0	8.0	11.0	8.0	5.0	8.0	3.0	6.0	6.0	6.0	11.0	4.0	7.0	9.0	5.0	8.0	6.0	6.0	8.0	7.0	8.0	8.0	3.0	260.0
La_DET:ART_le	7.0	3.0	13.0	11.0	4.0	3.0	9.0	5.0	7.0	8.0	10.0	7.0	19.0	3.0	6.0	4.0	13.0	2.0	5.0	7.0	4.0	4.0	4.0	7.0	5.0	9.0	4.0	5.0	12.0	6.0	6.0	8.0	4.0	8.0	8.0	10.0	2.0	252.0
Les_DET:ART_le	12.0	6.0	13.0	9.0	4.0	4.0	5.0	4.0	4.0	4.0	7.0	9.0	4.0	6.0	11.0	7.0	6.0	4.0	9.0	2.0	6.0	1.0	4.0	7.0	6.0	8.0	5.0	8.0	11.0	5.0	10.0	14.0	6.0	5.0	9.0	3.0	4.0	242.0
y_PRO:PER_y	3.0	3.0	7.0	5.0	11.0	8.0	9.0	3.0	4.0	9.0	7.0	2.0	4.0	15.0	8.0	4.0	8.0	10.0	9.0	7.0	8.0	1.0	4.0	3.0	8.0	8.0	4.0	9.0	8.0	5.0	6.0	6.0	8.0	3.0	11.0	6.0	7.0	241.0
C'_PRO:DEM_ce	1.0	7.0	7.0	5.0	3.0	6.0	8.0	9.0	4.0	4.0	10.0	4.0	5.0	7.0	8.0	6.0	5.0	6.0	5.0	8.0	9.0	6.0	6.0	4.0	7.0	5.0	7.0	11.0	6.0	5.0	9.0	7.0	10.0	10.0	8.0	6.0	4.0	238.0
encore_ADV_encore	4.0	7.0	2.0	10.0	7.0	5.0	4.0	1.0	3.0	3.0	7.0	9.0	4.0	6.0	5.0	7.0	10.0	7.0	4.0	11.0	1.0	2.0	2.0	8.0	16.0	9.0	5.0	8.0	11.0	7.0	6.0	9.0	8.0	6.0	4.0	8.0	6.0	232.0
qu'_PRO:REL_que	4.0	4.0	10.0	5.0	6.0	6.0	4.0	4.0	7.0	5.0	3.0	5.0	1.0	3.0	8.0	7.0	7.0	6.0	6.0	5.0	7.0	7.0	9.0	3.0	3.0	2.0	9.0	17.0	8.0	3.0	10.0	9.0	6.0	9.0	14.0	7.0	3.0	232.0
J'_PRO:PER_je	3.0	5.0	0.0	7.0	8.0	10.0	4.0	6.0	1.0	7.0	13.0	4.0	4.0	1.0	4.0	10.0	6.0	3.0	4.0	8.0	4.0	5.0	10.0	21.0	16.0	6.0	2.0	2.0	6.0	3.0	4.0	5.0	6.0	10.0	4.0	5.0	13.0	230.0
leur_DET:POS_leur	2.0	2.0	7.0	2.0	7.0	3.0	8.0	3.0	6.0	2.0	14.0	7.0	1.0	11.0	11.0	7.0	10.0	12.0	11.0	6.0	7.0	4.0	8.0	3.0	6.0	9.0	5.0	12.0	3.0	14.0	5.0	2.0	9.0	3.0	4.0	2.0	2.0	230.0
quelques_PRO:IND_quelque	1.0	8.0	6.0	5.0	5.0	6.0	10.0	2.0	2.0	4.0	9.0	10.0	8.0	7.0	10.0	11.0	8.0	4.0	5.0	8.0	7.0	10.0	6.0	11.0	6.0	10.0	6.0	0.0	5.0	8.0	4.0	9.0	4.0	2.0	5.0	4.0	3.0	229.0
moi_PRO:PER_moi	2.0	4.0	4.0	10.0	7.0	14.0	5.0	1.0	5.0	9.0	9.0	8.0	5.0	8.0	1.0	8.0	11.0	4.0	1.0	3.0	4.0	4.0	6.0	2.0	7.0	2.0	4.0	4.0	5.0	4.0	7.0	10.0	8.0	10.0	5.0	12.0	10.0	223.0
eaux_NOM_eau	1.0	4.0	5.0	0.0	1.0	1.0	2.0	6.0	6.0	2.0	6.0	8.0	2.0	0.0	1.0	15.0	6.0	4.0	6.0	12.0	9.0	11.0	7.0	10.0	12.0	8.0	12.0	5.0	6.0	4.0	5.0	5.0	8.0	13.0	4.0	10.0	4.0	221.0
répondit_VER:simp_répondre	0.0	9.0	7.0	11.0	8.0	11.0	8.0	5.0	12.0	4.0	0.0	3.0	6.0	20.0	6.0	4.0	3.0	4.0	9.0	5.0	11.0	8.0	6.0	2.0	2.0	3.0	3.0	11.0	8.0	4.0	4.0	3.0	3.0	3.0	4.0	7.0	1.0	218.0
on_PRO:PER_on	11.0	9.0	14.0	6.0	13.0	4.0	1.0	5.0	9.0	6.0	4.0	5.0	4.0	2.0	5.0	9.0	2.0	6.0	9.0	2.0	5.0	4.0	6.0	5.0	8.0	3.0	11.0	10.0	5.0	5.0	4.0	4.0	4.0	3.0	7.0	6.0	0.0	216.0
si_KON_si	6.0	4.0	6.0	5.0	7.0	9.0	4.0	10.0	6.0	8.0	4.0	4.0	6.0	15.0	5.0	6.0	3.0	5.0	4.0	2.0	6.0	9.0	8.0	8.0	3.0	5.0	6.0	4.0	8.0	6.0	4.0	5.0	2.0	7.0	5.0	5.0	2.0	212.0
fut_VER:simp_être	13.0	2.0	7.0	10.0	3.0	2.0	0.0	0.0	1.0	5.0	3.0	8.0	10.0	5.0	8.0	12.0	11.0	5.0	3.0	11.0	7.0	3.0	6.0	3.0	2.0	4.0	7.0	4.0	7.0	3.0	4.0	12.0	4.0	6.0	10.0	5.0	4.0	210.0
sont_VER:pres_être	4.0	1.0	1.0	5.0	3.0	5.0	14.0	6.0	7.0	10.0	2.0	9.0	4.0	6.0	14.0	3.0	2.0	8.0	13.0	2.0	3.0	3.0	10.0	6.0	5.0	5.0	4.0	14.0	1.0	10.0	3.0	2.0	7.0	5.0	8.0	0.0	4.0	209.0
mètres_NOM_mètre	8.0	0.0	1.0	1.0	0.0	1.0	2.0	25.0	4.0	3.0	11.0	14.0	1.0	0.0	1.0	6.0	5.0	3.0	1.0	4.0	3.0	4.0	9.0	1.0	2.0	9.0	13.0	4.0	11.0	7.0	12.0	9.0	10.0	5.0	14.0	3.0	1.0	208.0
les_PRO:PER_la|le	5.0	3.0	0.0	4.0	3.0	3.0	6.0	4.0	6.0	3.0	8.0	11.0	4.0	11.0	9.0	9.0	9.0	7.0	9.0	4.0	2.0	2.0	10.0	4.0	5.0	7.0	5.0	14.0	1.0	8.0	1.0	3.0	9.0	6.0	6.0	4.0	2.0	207.0
bien_ADV_bien	5.0	9.0	10.0	10.0	9.0	6.0	3.0	3.0	9.0	7.0	1.0	2.0	2.0	10.0	13.0	3.0	3.0	5.0	3.0	3.0	10.0	4.0	5.0	7.0	5.0	4.0	8.0	7.0	5.0	3.0	5.0	7.0	3.0	3.0	7.0	5.0	0.0	204.0
ils_PRO:PER_il	4.0	1.0	6.0	4.0	2.0	8.0	7.0	3.0	3.0	2.0	4.0	10.0	6.0	6.0	20.0	2.0	5.0	10.0	5.0	2.0	6.0	3.0	17.0	4.0	3.0	1.0	5.0	13.0	4.0	10.0	6.0	6.0	6.0	1.0	2.0	5.0	0.0	202.0
mes_DET:POS_mon	1.0	7.0	2.0	10.0	10.0	9.0	9.0	6.0	7.0	11.0	9.0	0.0	3.0	0.0	3.0	5.0	11.0	0.0	8.0	0.0	1.0	6.0	4.0	11.0	12.0	6.0	4.0	1.0	1.0	4.0	7.0	10.0	6.0	3.0	6.0	2.0	6.0	201.0
eau_NOM_eau	6.0	7.0	3.0	7.0	3.0	0.0	5.0	20.0	11.0	5.0	7.0	7.0	3.0	3.0	2.0	6.0	1.0	10.0	10.0	4.0	2.0	5.0	5.0	2.0	4.0	1.0	7.0	2.0	4.0	2.0	9.0	20.0	3.0	1.0	5.0	7.0	1.0	200.0
c'_PRO:DEM_ce	3.0	6.0	6.0	4.0	5.0	6.0	7.0	8.0	8.0	3.0	1.0	2.0	4.0	4.0	5.0	3.0	4.0	9.0	12.0	5.0	7.0	0.0	8.0	2.0	4.0	7.0	6.0	11.0	5.0	4.0	7.0	13.0	5.0	4.0	6.0	2.0	2.0	198.0
notre_DET:POS_notre	1.0	5.0	2.0	7.0	10.0	13.0	1.0	1.0	5.0	7.0	8.0	3.0	4.0	12.0	4.0	5.0	3.0	3.0	6.0	4.0	2.0	7.0	8.0	7.0	4.0	7.0	8.0	3.0	6.0	8.0	7.0	9.0	5.0	3.0	4.0	1.0	5.0	198.0
où_PRO:REL_où	3.0	6.0	3.0	3.0	1.0	5.0	4.0	6.0	6.0	4.0	4.0	10.0	9.0	2.0	6.0	4.0	5.0	3.0	1.0	11.0	3.0	6.0	5.0	11.0	7.0	3.0	13.0	0.0	9.0	4.0	5.0	5.0	2.0	6.0	8.0	8.0	6.0	197.0
peu_ADV_peu	7.0	10.0	5.0	4.0	8.0	8.0	1.0	3.0	5.0	4.0	8.0	5.0	4.0	7.0	7.0	7.0	3.0	6.0	10.0	5.0	6.0	3.0	4.0	3.0	1.0	7.0	3.0	3.0	10.0	8.0	4.0	8.0	5.0	3.0	4.0	5.0	1.0	195.0
Nous_PRO:PER_nous	1.0	8.0	2.0	6.0	7.0	3.0	0.0	2.0	4.0	4.0	6.0	7.0	5.0	8.0	4.0	4.0	8.0	4.0	7.0	4.0	1.0	13.0	3.0	3.0	5.0	6.0	3.0	4.0	2.0	1.0	16.0	15.0	3.0	8.0	3.0	5.0	10.0	195.0
vers_PRP_vers	3.0	1.0	7.0	6.0	3.0	1.0	2.0	0.0	1.0	5.0	4.0	8.0	11.0	3.0	5.0	10.0	2.0	5.0	5.0	6.0	3.0	9.0	5.0	3.0	4.0	4.0	14.0	4.0	8.0	7.0	6.0	5.0	2.0	7.0	8.0	13.0	2.0	192.0
heures_NOM_heure	2.0	5.0	8.0	10.0	4.0	3.0	0.0	2.0	1.0	4.0	6.0	6.0	1.0	6.0	7.0	5.0	7.0	5.0	4.0	4.0	1.0	8.0	4.0	9.0	3.0	5.0	4.0	1.0	14.0	9.0	14.0	9.0	2.0	0.0	5.0	5.0	6.0	189.0
dit_VER:pres_dire	1.0	4.0	3.0	3.0	7.0	2.0	5.0	2.0	10.0	3.0	0.0	4.0	5.0	9.0	9.0	1.0	5.0	8.0	20.0	1.0	8.0	8.0	5.0	3.0	1.0	2.0	3.0	10.0	8.0	3.0	7.0	4.0	4.0	9.0	4.0	3.0	3.0	187.0
cet_PRO:DEM_ce	5.0	3.0	4.0	7.0	8.0	12.0	4.0	3.0	3.0	2.0	5.0	10.0	3.0	3.0	3.0	5.0	14.0	0.0	4.0	6.0	12.0	4.0	3.0	6.0	4.0	5.0	4.0	1.0	1.0	3.0	3.0	3.0	7.0	7.0	7.0	7.0	3.0	184.0
Canadien_NAM_canadien	0.0	2.0	4.0	6.0	4.0	8.0	0.0	0.0	8.0	1.0	0.0	2.0	1.0	16.0	6.0	1.0	1.0	3.0	10.0	4.0	8.0	14.0	1.0	5.0	3.0	5.0	4.0	14.0	5.0	1.0	8.0	4.0	11.0	11.0	2.0	6.0	5.0	184.0
À_PRP_à	6.0	4.0	8.0	10.0	7.0	7.0	4.0	6.0	1.0	2.0	5.0	1.0	3.0	5.0	3.0	4.0	5.0	6.0	7.0	3.0	1.0	9.0	2.0	6.0	4.0	4.0	1.0	3.0	8.0	7.0	7.0	5.0	3.0	2.0	9.0	8.0	6.0	182.0
comme_KON_comme	4.0	4.0	5.0	3.0	10.0	2.0	2.0	6.0	5.0	5.0	7.0	2.0	5.0	5.0	6.0	4.0	3.0	8.0	6.0	4.0	3.0	3.0	3.0	2.0	6.0	6.0	5.0	7.0	5.0	8.0	4.0	4.0	5.0	7.0	9.0	6.0	3.0	182.0
surface_NOM_surface	1.0	4.0	6.0	7.0	3.0	1.0	2.0	14.0	2.0	1.0	9.0	7.0	0.0	0.0	2.0	6.0	5.0	7.0	2.0	5.0	5.0	9.0	5.0	1.0	5.0	7.0	8.0	6.0	14.0	1.0	7.0	6.0	5.0	2.0	7.0	7.0	1.0	180.0
Et_KON_et	2.0	9.0	12.0	6.0	2.0	5.0	4.0	7.0	6.0	7.0	1.0	6.0	6.0	8.0	8.0	3.0	3.0	1.0	4.0	4.0	7.0	10.0	3.0	1.0	3.0	5.0	3.0	6.0	4.0	0.0	6.0	5.0	2.0	8.0	3.0	3.0	3.0	176.0
donc_ADV_donc	5.0	4.0	4.0	7.0	7.0	13.0	7.0	9.0	5.0	7.0	2.0	2.0	5.0	7.0	4.0	7.0	3.0	1.0	0.0	6.0	5.0	6.0	7.0	5.0	6.0	6.0	4.0	4.0	2.0	2.0	4.0	2.0	2.0	4.0	2.0	5.0	4.0	175.0
L'_DET:ART_le	7.0	6.0	13.0	16.0	9.0	2.0	3.0	2.0	7.0	5.0	1.0	4.0	3.0	3.0	6.0	3.0	2.0	4.0	0.0	5.0	2.0	5.0	3.0	6.0	3.0	2.0	4.0	3.0	3.0	2.0	5.0	9.0	2.0	5.0	8.0	7.0	5.0	175.0
mille_NUM_mille	7.0	9.0	14.0	2.0	1.0	0.0	5.0	6.0	5.0	0.0	5.0	17.0	4.0	0.0	0.0	3.0	2.0	4.0	3.0	4.0	5.0	3.0	4.0	5.0	3.0	0.0	15.0	4.0	7.0	3.0	4.0	4.0	6.0	2.0	13.0	3.0	2.0	174.0
Ce_PRO:DEM_ce	4.0	4.0	4.0	4.0	7.0	1.0	8.0	2.0	3.0	5.0	2.0	5.0	8.0	2.0	3.0	5.0	8.0	2.0	2.0	4.0	10.0	4.0	2.0	2.0	5.0	2.0	10.0	6.0	6.0	4.0	1.0	5.0	6.0	9.0	8.0	5.0	4.0	172.0
En_PRP_en	5.0	3.0	3.0	5.0	3.0	3.0	1.0	3.0	2.0	4.0	5.0	6.0	5.0	4.0	5.0	5.0	3.0	3.0	4.0	1.0	8.0	3.0	3.0	6.0	6.0	9.0	4.0	2.0	6.0	13.0	5.0	7.0	5.0	6.0	3.0	7.0	3.0	169.0
être_VER:infi_être	9.0	6.0	6.0	5.0	6.0	10.0	5.0	4.0	1.0	4.0	4.0	6.0	2.0	7.0	11.0	4.0	2.0	1.0	2.0	3.0	6.0	5.0	0.0	9.0	2.0	6.0	4.0	0.0	5.0	2.0	7.0	11.0	1.0	5.0	2.0	5.0	0.0	168.0
trois_NUM_trois	10.0	6.0	10.0	7.0	2.0	2.0	7.0	5.0	8.0	0.0	2.0	5.0	6.0	2.0	3.0	2.0	2.0	6.0	2.0	5.0	4.0	4.0	11.0	3.0	1.0	1.0	7.0	5.0	8.0	5.0	5.0	3.0	3.0	3.0	6.0	5.0	0.0	166.0
comme_ADV_comme	1.0	3.0	3.0	4.0	1.0	4.0	3.0	4.0	2.0	1.0	7.0	4.0	4.0	7.0	1.0	4.0	6.0	3.0	2.0	4.0	4.0	3.0	8.0	3.0	11.0	13.0	7.0	3.0	4.0	4.0	2.0	6.0	6.0	7.0	4.0	2.0	5.0	160.0
:_PUN_:	3.0	2.0	2.0	7.0	3.0	8.0	5.0	3.0	21.0	4.0	1.0	7.0	5.0	1.0	2.0	2.0	4.0	4.0	3.0	4.0	6.0	8.0	4.0	4.0	2.0	3.0	4.0	3.0	1.0	2.0	5.0	1.0	6.0	3.0	5.0	7.0	4.0	159.0
Nautilus_NAM_nautilus	0.0	0.0	0.0	0.0	0.0	1.0	6.0	12.0	5.0	7.0	3.0	3.0	2.0	6.0	10.0	9.0	7.0	6.0	3.0	5.0	4.0	5.0	4.0	3.0	4.0	3.0	7.0	4.0	2.0	1.0	6.0	9.0	3.0	3.0	2.0	7.0	7.0	159.0
entre_PRP_entre	4.0	3.0	1.0	0.0	1.0	2.0	1.0	4.0	5.0	2.0	5.0	9.0	8.0	4.0	0.0	5.0	6.0	6.0	1.0	8.0	11.0	7.0	11.0	8.0	1.0	7.0	0.0	3.0	4.0	5.0	4.0	3.0	5.0	4.0	6.0	0.0	3.0	157.0
alors_ADV_alors	8.0	1.0	8.0	6.0	3.0	2.0	1.0	7.0	0.0	1.0	8.0	3.0	4.0	1.0	3.0	4.0	6.0	5.0	2.0	4.0	3.0	2.0	3.0	4.0	3.0	8.0	4.0	4.0	8.0	5.0	10.0	4.0	3.0	4.0	6.0	7.0	1.0	156.0
bord_NOM_bord	5.0	8.0	8.0	2.0	1.0	15.0	5.0	4.0	4.0	2.0	2.0	3.0	1.0	8.0	6.0	6.0	5.0	2.0	3.0	2.0	4.0	2.0	3.0	4.0	0.0	1.0	4.0	3.0	1.0	2.0	1.0	10.0	7.0	4.0	4.0	5.0	6.0	153.0
cent_NUM_cent	10.0	7.0	11.0	2.0	1.0	0.0	0.0	19.0	11.0	2.0	4.0	10.0	8.0	0.0	2.0	2.0	3.0	5.0	6.0	3.0	3.0	0.0	1.0	2.0	2.0	2.0	9.0	5.0	1.0	2.0	3.0	3.0	0.0	3.0	8.0	3.0	0.0	153.0
jusqu'_PRP_jusque	6.0	7.0	7.0	3.0	2.0	1.0	3.0	3.0	2.0	1.0	7.0	3.0	4.0	2.0	2.0	4.0	4.0	7.0	3.0	6.0	3.0	3.0	5.0	3.0	5.0	7.0	1.0	6.0	4.0	10.0	4.0	2.0	7.0	3.0	5.0	2.0	4.0	151.0
ai_VER:pres_avoir	0.0	5.0	4.0	6.0	3.0	14.0	6.0	16.0	4.0	12.0	0.0	2.0	2.0	1.0	7.0	4.0	2.0	0.0	4.0	1.0	5.0	4.0	5.0	2.0	4.0	2.0	3.0	8.0	1.0	1.0	2.0	0.0	2.0	8.0	4.0	3.0	4.0	151.0
leurs_DET:POS_leur	4.0	3.0	2.0	1.0	0.0	1.0	2.0	1.0	6.0	1.0	7.0	7.0	3.0	7.0	8.0	1.0	5.0	9.0	9.0	1.0	6.0	4.0	6.0	2.0	8.0	8.0	3.0	6.0	0.0	7.0	2.0	2.0	7.0	1.0	9.0	1.0	1.0	151.0
étaient_VER:impf_être	5.0	3.0	2.0	3.0	1.0	4.0	4.0	1.0	0.0	3.0	2.0	6.0	2.0	4.0	11.0	2.0	4.0	2.0	4.0	3.0	4.0	2.0	5.0	5.0	9.0	5.0	4.0	3.0	3.0	6.0	9.0	7.0	10.0	3.0	2.0	6.0	1.0	150.0
mers_NOM_mer	4.0	6.0	6.0	0.0	2.0	5.0	8.0	3.0	3.0	2.0	2.0	2.0	4.0	2.0	1.0	6.0	3.0	8.0	1.0	5.0	4.0	8.0	2.0	2.0	1.0	0.0	8.0	9.0	2.0	6.0	2.0	4.0	8.0	3.0	7.0	3.0	7.0	149.0
ma_DET:POS_mon	3.0	6.0	2.0	9.0	0.0	4.0	11.0	3.0	4.0	9.0	4.0	2.0	0.0	3.0	6.0	4.0	8.0	4.0	4.0	2.0	0.0	4.0	5.0	11.0	6.0	4.0	1.0	1.0	1.0	1.0	2.0	4.0	1.0	4.0	3.0	5.0	8.0	149.0
Océan_NAM_océan	6.0	3.0	3.0	2.0	2.0	2.0	7.0	6.0	15.0	2.0	6.0	11.0	1.0	0.0	1.0	3.0	4.0	5.0	0.0	3.0	0.0	1.0	1.0	3.0	5.0	6.0	9.0	6.0	5.0	1.0	0.0	2.0	3.0	5.0	4.0	3.0	4.0	140.0
homme_NOM_homme	2.0	6.0	1.0	3.0	7.0	14.0	3.0	2.0	2.0	6.0	2.0	2.0	2.0	2.0	4.0	1.0	16.0	1.0	1.0	4.0	2.0	7.0	2.0	1.0	6.0	3.0	3.0	3.0	2.0	5.0	1.0	5.0	3.0	1.0	5.0	5.0	5.0	140.0
moins_ADV_moins	6.0	5.0	7.0	4.0	5.0	3.0	3.0	7.0	4.0	2.0	3.0	4.0	3.0	6.0	4.0	6.0	4.0	3.0	3.0	3.0	4.0	4.0	1.0	3.0	2.0	2.0	7.0	0.0	1.0	5.0	7.0	3.0	7.0	1.0	1.0	5.0	1.0	139.0
tout_ADV_tout	3.0	6.0	7.0	3.0	2.0	7.0	9.0	6.0	1.0	1.0	4.0	1.0	3.0	3.0	2.0	3.0	6.0	1.0	3.0	6.0	2.0	1.0	0.0	5.0	7.0	2.0	1.0	8.0	3.0	3.0	7.0	3.0	3.0	6.0	2.0	3.0	3.0	136.0
moment_NOM_moment	2.0	2.0	2.0	7.0	0.0	3.0	1.0	3.0	1.0	2.0	5.0	1.0	5.0	6.0	4.0	5.0	2.0	4.0	3.0	3.0	3.0	3.0	4.0	8.0	0.0	6.0	5.0	1.0	4.0	2.0	10.0	5.0	1.0	5.0	1.0	7.0	6.0	132.0
milieu_NOM_milieu	2.0	2.0	3.0	1.0	2.0	1.0	4.0	4.0	3.0	4.0	4.0	3.0	3.0	1.0	2.0	7.0	4.0	2.0	1.0	2.0	3.0	4.0	5.0	1.0	8.0	4.0	9.0	6.0	4.0	5.0	4.0	2.0	3.0	4.0	6.0	2.0	6.0	131.0
air_NOM_air	2.0	4.0	1.0	2.0	8.0	1.0	1.0	5.0	1.0	18.0	8.0	1.0	2.0	0.0	2.0	2.0	2.0	1.0	4.0	0.0	1.0	3.0	3.0	3.0	3.0	1.0	5.0	3.0	3.0	1.0	6.0	16.0	4.0	3.0	4.0	3.0	1.0	128.0
jour_NOM_jour	3.0	2.0	7.0	2.0	1.0	2.0	7.0	3.0	1.0	2.0	2.0	7.0	1.0	1.0	2.0	4.0	3.0	2.0	1.0	3.0	3.0	4.0	3.0	0.0	4.0	3.0	7.0	6.0	3.0	8.0	1.0	4.0	3.0	5.0	4.0	4.0	7.0	125.0
là_ADV_là	4.0	6.0	2.0	2.0	1.0	4.0	10.0	3.0	0.0	2.0	3.0	2.0	6.0	4.0	3.0	2.0	5.0	1.0	3.0	5.0	6.0	3.0	1.0	1.0	8.0	4.0	2.0	4.0	5.0	3.0	1.0	0.0	2.0	4.0	2.0	3.0	7.0	124.0
flots_NOM_flot	1.0	3.0	3.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	3.0	1.0	3.0	0.0	2.0	2.0	6.0	7.0	5.0	6.0	3.0	4.0	9.0	7.0	3.0	6.0	5.0	6.0	2.0	0.0	2.0	3.0	6.0	9.0	6.0	5.0	1.0	124.0
ni_KON_ni	6.0	6.0	4.0	0.0	5.0	0.0	4.0	4.0	2.0	13.0	2.0	1.0	4.0	2.0	0.0	2.0	3.0	4.0	4.0	2.0	5.0	2.0	16.0	1.0	2.0	3.0	1.0	2.0	10.0	0.0	0.0	2.0	3.0	1.0	6.0	0.0	2.0	124.0
car_KON_car	3.0	2.0	1.0	2.0	7.0	4.0	3.0	3.0	5.0	2.0	1.0	4.0	2.0	3.0	7.0	4.0	1.0	4.0	2.0	5.0	2.0	3.0	6.0	4.0	4.0	4.0	1.0	2.0	5.0	5.0	4.0	0.0	8.0	2.0	4.0	3.0	1.0	123.0
dis_VER:pres_dire	0.0	1.0	2.0	7.0	4.0	6.0	4.0	3.0	0.0	6.0	1.0	0.0	2.0	8.0	6.0	2.0	2.0	7.0	5.0	0.0	4.0	6.0	2.0	4.0	1.0	2.0	3.0	5.0	3.0	5.0	9.0	3.0	3.0	4.0	1.0	2.0	0.0	123.0
elle_PRO:PER_elle	4.0	3.0	3.0	3.0	3.0	2.0	9.0	8.0	2.0	3.0	7.0	4.0	2.0	2.0	1.0	2.0	1.0	1.0	9.0	1.0	5.0	3.0	2.0	5.0	1.0	1.0	1.0	10.0	4.0	1.0	2.0	6.0	3.0	1.0	0.0	3.0	3.0	121.0
avoir_VER:infi_avoir	4.0	2.0	2.0	4.0	7.0	2.0	1.0	1.0	1.0	1.0	2.0	4.0	5.0	5.0	2.0	4.0	5.0	1.0	2.0	4.0	5.0	6.0	5.0	7.0	6.0	2.0	4.0	4.0	2.0	3.0	1.0	3.0	1.0	6.0	3.0	1.0	2.0	120.0
yeux_NOM_œil	3.0	3.0	3.0	4.0	10.0	2.0	3.0	2.0	3.0	2.0	6.0	2.0	1.0	3.0	1.0	3.0	6.0	4.0	3.0	3.0	4.0	5.0	2.0	1.0	6.0	2.0	2.0	1.0	2.0	4.0	3.0	1.0	5.0	5.0	2.0	4.0	3.0	119.0
professeur_NOM_professeur	2.0	4.0	1.0	2.0	3.0	10.0	12.0	8.0	5.0	9.0	0.0	3.0	3.0	3.0	4.0	2.0	1.0	5.0	1.0	1.0	8.0	2.0	3.0	3.0	2.0	5.0	4.0	3.0	7.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	119.0
eût_VER:subi_avoir	5.0	5.0	5.0	3.0	3.0	3.0	1.0	1.0	4.0	3.0	2.0	1.0	0.0	2.0	1.0	4.0	4.0	7.0	0.0	3.0	1.0	1.0	2.0	8.0	3.0	2.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	2.0	4.0	8.0	2.0	118.0
nos_DET:POS_notre	0.0	2.0	2.0	5.0	8.0	4.0	0.0	1.0	1.0	4.0	13.0	3.0	1.0	3.0	3.0	2.0	5.0	1.0	11.0	1.0	0.0	2.0	2.0	3.0	5.0	4.0	2.0	0.0	1.0	6.0	8.0	6.0	5.0	3.0	0.0	0.0	0.0	117.0
poissons_NOM_poisson	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	21.0	2.0	2.0	8.0	4.0	0.0	0.0	4.0	4.0	8.0	2.0	0.0	7.0	4.0	5.0	1.0	2.0	4.0	10.0	1.0	2.0	1.0	0.0	1.0	8.0	2.0	8.0	0.0	0.0	115.0
